FORMATION,BIT SIZE (in),TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb*ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Neo,12.25,1986,1985.86,55,13,803.5,4115,152,11778,10.907,10.752,37,25.6,07/08/2010 04.23.11
Neo,12.25,1987,1986.86,65.7,12,803.8,4116,153,11369,10.908,10.755,37,25.61,07/08/2010 04.24.11
Neo,12.25,1988,1987.87,66.3,12,804.2,4120,153,11468,10.863,10.755,37,25.63,07/08/2010 04.25.06
Neo,12.25,1989,1988.87,69.9,11,803.9,4128,153,10146,10.85,10.754,37,25.64,07/08/2010 04.25.59
Neo,12.25,1990,1989.86,69.5,10,804.3,4134,153,9309,10.959,10.754,37,25.66,07/08/2010 04.26.51
Neo,12.25,1991,1990.87,69.4,11,804.5,4130,153,9482,10.957,10.756,38,25.67,07/08/2010 04.27.44
Neo,12.25,1992,1991.87,69.4,10,804.9,4138,153,9177,10.966,10.752,37,25.69,07/08/2010 04.28.39
Neo,12.25,1993,1992.87,67.1,10,805.2,4147,153,8841,10.944,10.763,37,25.7,07/08/2010 04.29.35
Neo,12.25,1994,1993.86,67.8,10,805.3,4146,153,8723,10.961,10.755,37,25.72,07/08/2010 04.30.40
Neo,12.25,1995,1994.86,38.5,8,805.3,4150,144,6036,10.962,10.77,37,25.76,07/08/2010 04.48.07
Neo,12.25,1996,1995.87,50.3,8,795.4,4088,148,5943,10.975,10.769,37,25.8,07/08/2010 04.50.26
Neo,12.25,1997,1996.89,87.6,10,795.8,4103,147,10263,10.955,10.765,38,25.81,07/08/2010 04.51.10
Neo,12.25,1998,1997.88,90.4,11,796.5,4113,148,11468,10.947,10.761,38,25.82,07/08/2010 04.51.50
Neo,12.25,1999,1998.88,100.3,10,796,4101,148,9518,10.932,10.761,38,25.83,07/08/2010 04.52.27
Neo,12.25,2000,1999.88,98.1,12,795.8,4103,147,11963,10.905,10.76,38,25.84,07/08/2010 04.53.04
Neo,12.25,2001,2000.86,93.9,12,796.2,4104,148,11647,10.945,10.76,37,25.86,07/08/2010 04.53.53
Neo,12.25,2002,2001.86,73.1,9,796.4,4109,148,9348,10.96,10.763,37,25.87,07/08/2010 04.54.53
Neo,12.25,2003,2002.86,88,8,796.5,4108,148,7699,11.025,10.765,37,25.89,07/08/2010 04.55.51
Neo,12.25,2004,2003.87,79.7,10,796.2,4100,148,8466,11.015,10.765,37,25.91,07/08/2010 04.57.03
Neo,12.25,2005,2004.86,84.5,13,796.7,4104,147,12809,10.971,10.765,37,25.92,07/08/2010 04.57.46
Neo,12.25,2006,2005.86,81.5,12,797.5,4113,147,12052,10.979,10.764,37,25.93,07/08/2010 04.58.33
Neo,12.25,2007,2006.85,69.4,12,796.6,4099,148,11778,11.045,10.766,37,25.95,07/08/2010 04.59.27
Neo,12.25,2008,2007.87,69.7,11,796.8,4104,148,11161,11.006,10.766,37,25.96,07/08/2010 05.00.20
Neo,12.25,2009,2008.87,63.2,12,797,4099,147,10804,11.028,10.769,37,25.98,07/08/2010 05.01.23
Neo,12.25,2010,2009.86,63.8,11,796.6,4100,148,10613,10.977,10.774,37,26,07/08/2010 05.02.21
Neo,12.25,2011,2010.86,71,11,796.8,4104,147,11493,10.945,10.778,37,26.01,07/08/2010 05.03.13
Neo,12.25,2012,2011.87,72.4,11,797,4100,148,11130,10.93,10.776,37,26.03,07/08/2010 05.04.04
Neo,12.25,2013,2012.87,76.7,10,797.3,4103,149,8483,10.957,10.778,37,26.04,07/08/2010 05.04.54
Neo,12.25,2014,2013.86,80.9,11,797.3,4104,148,9048,10.981,10.775,37,26.05,07/08/2010 05.05.40
Neo,12.25,2015,2014.88,84.4,11,797.4,4105,148,9251,10.973,10.774,37,26.07,07/08/2010 05.06.26
Neo,12.25,2016,2015.86,83.8,13,797.5,4107,147,10045,10.957,10.775,36,26.08,07/08/2010 05.07.09
Neo,12.25,2017,2016.88,90.4,12,797.1,4099,148,10552,10.969,10.776,37,26.09,07/08/2010 05.07.52
Neo,12.25,2018,2017.87,86,12,797.5,4102,147,12659,10.976,10.778,37,26.1,07/08/2010 05.08.34
Neo,12.25,2019,2018.87,80.2,13,797.4,4101,146,12079,10.98,10.777,37,26.12,07/08/2010 05.09.26
Neo,12.25,2020,2019.87,82.4,10,797.3,4103,148,10296,10.969,10.776,37,26.13,07/08/2010 05.10.12
Neo,12.25,2021,2020.86,90.6,14,797.4,4102,147,12634,10.968,10.78,37,26.14,07/08/2010 05.10.59
Malcolm,12.25,2022,2021.83,44.7,10,798.5,4101,149,8297,10.924,10.779,37,26.17,07/08/2010 05.12.55
Malcolm,12.25,2023,2022.86,45,10,798.8,4100,149,7534,10.946,10.774,37,26.21,07/08/2010 05.14.58
Malcolm,12.25,2024,2023.85,55.4,7,797.9,4105,132,6384,10.953,10.775,37,26.24,07/08/2010 05.34.52
Malcolm,12.25,2025,2024.84,57.6,11,793.3,4082,143,9322,10.943,10.768,38,26.27,07/08/2010 05.37.07
Malcolm,12.25,2026,2025.86,73.1,11,793.7,4084,143,8248,10.991,10.754,39,26.32,07/08/2010 05.40.02
Malcolm,12.25,2027,2026.85,71.8,12,793.9,4098,142,10728,10.991,10.745,39,26.35,07/08/2010 05.41.27
Malcolm,12.25,2028,2027.85,54.8,11,793.9,4098,143,10898,10.981,10.752,39,26.37,07/08/2010 05.42.48
Malcolm,12.25,2029,2028.85,47.5,13,794,4094,149,10600,10.991,10.744,38,26.4,07/08/2010 05.44.34
Malcolm,12.25,2030,2029.84,48.6,13,794.6,4099,154,11041,10.957,10.729,38,26.43,07/08/2010 05.46.24
Malcolm,12.25,2031,2030.84,34.8,14,794.5,4100,154,11368,10.959,10.723,38,26.47,07/08/2010 05.48.36
Malcolm,12.25,2032,2031.86,30,13,794.4,4102,154,8425,10.991,10.731,39,26.51,07/08/2010 05.51.26
Malcolm,12.25,2033,2032.86,37.6,10,794.7,4142,155,7536,10.985,10.739,39,26.55,07/08/2010 05.53.37
Malcolm,12.25,2034,2033.85,58.1,9,794.8,4160,156,8055,10.958,10.744,39,26.57,07/08/2010 05.54.54
Malcolm,12.25,2035,2034.84,26.3,10,795.2,4099,156,6394,10.937,10.754,39,26.63,07/08/2010 05.58.13
Malcolm,12.25,2036,2035.86,62.7,9,795.7,4031,155,8761,10.937,10.767,39,26.65,07/08/2010 05.59.45
Malcolm,12.25,2037,2036.85,50.3,12,795.5,4025,155,9171,10.951,10.778,39,26.69,07/08/2010 06.01.43
Malcolm,12.25,2038,2037.86,60.4,10,795.9,4032,155,9338,10.955,10.785,39,26.7,07/08/2010 06.02.51
Malcolm,12.25,2039,2038.85,67.4,10,795.8,4041,155,11135,10.975,10.794,39,26.72,07/08/2010 06.03.48
Malcolm,12.25,2040,2039.87,67.4,9,795.7,4046,156,8936,10.985,10.796,38,26.74,07/08/2010 06.04.44
Malcolm,12.25,2041,2040.85,71.2,8,796.2,4051,155,7532,10.986,10.799,38,26.75,07/08/2010 06.05.35
Malcolm,12.25,2042,2041.87,78.8,8,795.6,4045,164,7919,11.005,10.805,38,26.76,07/08/2010 06.06.27
Malcolm,12.25,2043,2042.88,91.3,8,795.8,4048,171,7898,11.027,10.809,38,26.78,07/08/2010 06.07.12
Malcolm,12.25,2044,2043.87,90.5,8,795.5,4046,176,8411,10.96,10.813,38,26.79,07/08/2010 06.07.53
Malcolm,12.25,2045,2044.86,82.2,8,795.6,4045,177,8185,11.011,10.819,38,26.8,07/08/2010 06.08.37
Malcolm,12.25,2046,2045.87,84.2,8,795.7,4049,177,8066,10.99,10.826,38,26.81,07/08/2010 06.09.21
Malcolm,12.25,2047,2046.86,82.3,8,795.7,4049,177,8183,11.005,10.834,38,26.82,07/08/2010 06.10.05
Malcolm,12.25,2048,2047.86,80.1,8,795.7,4052,177,8012,11.011,10.841,38,26.84,07/08/2010 06.10.51
Malcolm,12.25,2049,2048.87,87,8,796.1,4055,177,7872,11.004,10.845,38,26.85,07/08/2010 06.11.38
Malcolm,12.25,2050,2049.86,90.4,8,795.7,4057,177,8535,10.997,10.847,38,26.86,07/08/2010 06.12.18
Malcolm,12.25,2051,2050.86,79.4,7,796,4063,177,7389,10.98,10.849,38,26.87,07/08/2010 06.13.06
Malcolm,12.25,2052,2051.86,69.9,8,795.8,4064,177,7220,10.966,10.852,38,26.89,07/08/2010 06.13.59
Malcolm,12.25,2053,2052.84,77.9,7,796.8,4085,123,5306,11.006,10.888,38,26.97,07/08/2010 06.39.14
Malcolm,12.25,2054,2053.86,96.8,11,794.5,4074,160,9659,10.997,10.929,37,26.98,07/08/2010 06.39.55
Malcolm,12.25,2055,2054.85,103.5,12,794.7,4070,178,10127,10.999,10.932,38,26.99,07/08/2010 06.40.31
Malcolm,12.25,2056,2055.85,122.3,12,794.5,4068,178,10132,10.955,10.93,38,27,07/08/2010 06.41.04
Malcolm,12.25,2057,2056.89,151.4,15,794,4071,177,12766,10.974,10.936,37,27.01,07/08/2010 06.41.28
Malcolm,12.25,2058,2057.9,155.9,17,794.7,4073,177,13743,11.011,10.94,38,27.01,07/08/2010 06.41.52
Malcolm,12.25,2059,2058.86,151.8,18,794.3,4073,177,14444,11.045,10.937,38,27.02,07/08/2010 06.42.16
Malcolm,12.25,2060,2059.83,151.6,18,794,4075,177,14686,10.998,10.942,38,27.03,07/08/2010 06.42.40
Malcolm,12.25,2061,2060.88,138.8,17,794.1,4074,177,13659,11.014,10.945,38,27.03,07/08/2010 06.43.08
Malcolm,12.25,2062,2061.89,138.6,16,794.7,4083,177,13177,11.033,10.941,38,27.04,07/08/2010 06.43.35
Malcolm,12.25,2063,2062.88,126.1,15,794.4,4084,174,14791,10.988,10.945,38,27.05,07/08/2010 06.44.16
Malcolm,12.25,2064,2063.86,135.7,13,795.2,4091,183,12342,10.984,10.946,38,27.06,07/08/2010 06.44.44
Malcolm,12.25,2065,2064.88,102.3,12,795.4,4096,184,11570,10.98,10.945,38,27.07,07/08/2010 06.45.27
Malcolm,12.25,2066,2065.83,97.1,13,795.1,4090,185,12731,10.982,10.946,37,27.08,07/08/2010 06.46.12
Malcolm,12.25,2067,2066.87,89.6,12,773.7,4092,186,10334,10.967,10.943,38,27.1,07/08/2010 06.47.11
Malcolm,12.25,2068,2067.87,98.1,12,795.3,4096,185,12073,10.971,10.947,38,27.11,07/08/2010 06.47.49
Malcolm,12.25,2069,2068.86,123.7,13,792.1,4094,186,13098,10.991,10.951,38,27.12,07/08/2010 06.48.31
Malcolm,12.25,2070,2069.84,90.1,12,795.4,4102,186,10121,11.025,10.957,38,27.14,07/08/2010 06.49.20
Malcolm,12.25,2071,2070.83,62.1,12,794.9,4101,186,10940,11.017,10.963,37,27.15,07/08/2010 06.50.20
Malcolm,12.25,2072,2071.84,59.1,12,795.2,4106,186,10617,11.025,10.964,37,27.17,07/08/2010 06.51.24
Malcolm,12.25,2073,2072.85,73.4,11,795.5,4109,186,10141,11.055,10.965,37,27.19,07/08/2010 06.52.21
Malcolm,12.25,2074,2073.84,58.1,12,795.1,4102,186,10322,11.071,10.96,37,27.21,07/08/2010 06.53.29
Malcolm,12.25,2075,2074.86,107.9,14,795.3,4105,185,11561,11.053,10.957,37,27.23,07/08/2010 06.54.50
Malcolm,12.25,2076,2075.86,113.5,15,794.7,4111,185,13738,11.08,10.955,37,27.24,07/08/2010 06.55.39
Malcolm,12.25,2077,2076.83,80.2,13,795.3,4117,186,11201,11.04,10.959,37,27.26,07/08/2010 06.56.34
Malcolm,12.25,2078,2077.85,79.3,10,795.2,4124,177,9302,11.051,10.958,38,27.28,07/08/2010 06.58.10
Malcolm,12.25,2079,2078.84,56.7,11,795.8,4127,187,7332,11.026,10.956,38,27.32,07/08/2010 07.00.09
Malcolm,12.25,2080,2079.83,53.3,10,795.7,4122,187,7888,10.999,10.965,38,27.35,07/08/2010 07.02.02
Malcolm,12.25,2081,2080.84,43.9,9,796.1,4118,187,6701,10.959,10.976,37,27.38,07/08/2010 07.04.13
Malcolm,12.25,2082,2081.85,50.4,10,792.7,4088,167,6931,11.013,10.99,37,27.44,07/08/2010 07.28.46
Malcolm,12.25,2083,2082.85,66.2,12,788.6,4069,165,9749,11.013,10.986,38,27.46,07/08/2010 07.29.58
Malcolm,12.25,2084,2083.84,67.4,13,789,4074,168,10310,11.036,10.99,38,27.48,07/08/2010 07.31.14
Malcolm,12.25,2085,2084.84,76.9,12,788.9,4079,171,9361,11.021,10.987,38,27.51,07/08/2010 07.32.43
Malcolm,12.25,2086,2085.85,73.8,11,789,4085,171,9693,11.006,10.995,38,27.52,07/08/2010 07.33.33
Malcolm,12.25,2087,2086.83,71.4,13,789.6,4086,167,9980,11.027,10.991,38,27.54,07/08/2010 07.34.56
Malcolm,12.25,2088,2087.85,41.8,12,789.9,4094,146,8620,10.959,11,39,27.58,07/08/2010 07.37.03
Malcolm,12.25,2089,2088.85,84.4,12,790.1,4103,145,11073,10.946,10.998,38,27.59,07/08/2010 07.37.56
Malcolm,12.25,2090,2089.85,62.5,13,791,4102,145,10375,10.942,11.006,38,27.61,07/08/2010 07.39.08
Malcolm,12.25,2091,2090.83,61.1,13,790.4,4102,146,10267,10.962,11.009,38,27.64,07/08/2010 07.40.32
Malcolm,12.25,2092,2091.84,60.8,12,790.4,4099,145,9634,10.917,11.015,38,27.66,07/08/2010 07.41.59
Malcolm,12.25,2093,2092.84,59.6,11,791.1,4104,146,9689,10.969,11.021,38,27.68,07/08/2010 07.43.08
Malcolm,12.25,2094,2093.85,62,11,790.5,4104,146,9797,10.969,11.025,38,27.7,07/08/2010 07.44.08
Malcolm,12.25,2095,2094.83,65.5,12,790.9,4108,146,9009,10.978,11.013,38,27.72,07/08/2010 07.45.20
Malcolm,12.25,2096,2095.85,68.9,12,790.9,4104,146,7772,10.839,11.028,38,27.75,07/08/2010 07.47.35
Malcolm,12.25,2097,2096.86,62.7,12,790.7,4108,145,10274,10.777,11.016,37,27.77,07/08/2010 07.48.34
Malcolm,12.25,2098,2097.84,66.9,12,791.4,4112,146,9442,10.783,11,37,27.79,07/08/2010 07.49.46
Malcolm,12.25,2099,2098.84,48.4,13,791.1,4104,145,9932,10.806,11.001,37,27.83,07/08/2010 07.52.10
Malcolm,12.25,2100,2099.85,51.1,11,791.5,4115,146,9048,10.871,11.017,37,27.86,07/08/2010 07.53.43
Malcolm,12.25,2101,2100.83,60.4,12,791.1,4115,146,9062,10.921,11.008,37,27.88,07/08/2010 07.55.16
Malcolm,12.25,2102,2101.83,56.4,11,791.3,4112,146,9423,10.911,11.023,37,27.91,07/08/2010 07.56.53
Malcolm,12.25,2103,2102.85,64.5,11,791.4,4116,146,8666,10.927,11.048,37,27.93,07/08/2010 07.58.06
Malcolm,12.25,2104,2103.85,66,10,791.3,4120,146,9758,10.947,11.054,38,27.95,07/08/2010 07.59.02
Malcolm,12.25,2105,2104.83,61.1,12,791.3,4121,146,10090,11.026,11.053,37,27.97,07/08/2010 08.00.25
Malcolm,12.25,2106,2105.84,70.8,10,790.8,4116,146,9316,11.021,11.053,37,27.99,07/08/2010 08.01.25
Malcolm,12.25,2107,2106.84,64.9,9,791,4119,146,8874,11.032,11.049,37,28,07/08/2010 08.02.31
Malcolm,12.25,2108,2107.84,73.5,11,791,4123,146,10727,11.027,11.049,37,28.02,07/08/2010 08.03.22
Malcolm,12.25,2109,2108.84,67.8,13,791.2,4121,145,11082,11.038,11.056,37,28.04,07/08/2010 08.04.32
Malcolm,12.25,2110,2109.85,73.5,11,788.9,4097,133,9267,11.016,11.055,37,28.07,07/08/2010 09.36.32
Malcolm,12.25,2111,2110.86,95.4,7,767.5,3868,146,6566,11.001,11.066,37,28.09,07/08/2010 09.38.06
Malcolm,12.25,2112,2111.84,86.1,12,767.4,3877,154,9798,11.004,11.071,37,28.11,07/08/2010 09.39.13
Malcolm,12.25,2113,2112.85,95.3,13,772.3,3909,154,10837,11.045,11.076,38,28.14,07/08/2010 09.40.45
Malcolm,12.25,2114,2113.87,113.1,13,796.4,4112,157,12515,11.016,11.075,38,28.15,07/08/2010 09.41.23
Malcolm,12.25,2115,2114.83,103.4,13,806,4228,167,10603,10.994,11.069,38,28.16,07/08/2010 09.42.23
Malcolm,12.25,2116,2115.82,47.8,13,806.9,4238,165,7487,11.007,11.075,37,28.21,07/08/2010 09.45.22
Malcolm,12.25,2117,2116.84,73,13,807.5,4250,164,8653,11.012,11.077,38,28.25,07/08/2010 09.47.23
Malcolm,12.25,2118,2117.83,41.8,13,808,4252,157,7126,11.001,11.079,38,28.33,07/08/2010 09.54.27
Malcolm,12.25,2119,2118.87,54.2,13,808.6,4262,156,7838,11.011,11.078,38,28.38,07/08/2010 09.57.19
Malcolm,12.25,2120,2119.85,15.5,16,808.7,4257,138,7083,10.996,11.081,37,28.46,07/08/2010 10.02.27
Malcolm,12.25,2121,2120.85,69.3,13,809.3,4260,146,8085,10.99,11.089,38,28.5,07/08/2010 10.04.58
Malcolm,12.25,2122,2121.84,69.2,12,808.8,4252,163,9286,11.007,11.097,38,28.52,07/08/2010 10.06.09
Malcolm,12.25,2123,2122.84,61.6,14,809.4,4260,151,9369,10.999,11.098,38,28.55,07/08/2010 10.08.01
Malcolm,12.25,2124,2123.84,78.5,12,809.5,4260,157,9715,10.998,11.092,38,28.57,07/08/2010 10.08.51
Malcolm,12.25,2125,2124.86,70.6,12,809.5,4258,158,10196,10.988,11.09,38,28.59,07/08/2010 10.09.50
Malcolm,12.25,2126,2125.84,97,12,809.6,4264,157,10240,10.98,11.095,37,28.6,07/08/2010 10.10.36
Malcolm,12.25,2127,2126.83,70.6,13,809.8,4263,157,10544,10.987,11.092,38,28.62,07/08/2010 10.11.45
Malcolm,12.25,2128,2127.86,80.7,13,809.5,4259,157,10663,10.981,11.091,37,28.63,07/08/2010 10.12.41
Malcolm,12.25,2129,2128.84,86.7,13,809.2,4257,159,10565,10.996,11.08,37,28.64,07/08/2010 10.13.24
Malcolm,12.25,2130,2129.86,92,13,809.5,4264,159,10945,10.959,11.086,37,28.66,07/08/2010 10.14.07
Malcolm,12.25,2131,2130.84,83.7,14,809.8,4268,159,12342,10.978,11.083,37,28.67,07/08/2010 10.14.53
Malcolm,12.25,2132,2131.85,79.1,14,809.2,4265,159,12307,10.978,11.081,37,28.68,07/08/2010 10.15.41
Malcolm,12.25,2133,2132.84,75.8,14,809.3,4265,159,12472,10.982,11.079,37,28.7,07/08/2010 10.16.33
Malcolm,12.25,2134,2133.85,84.3,13,809.3,4263,160,10670,10.957,11.065,37,28.72,07/08/2010 10.17.46
Malcolm,12.25,2135,2134.85,71.4,14,809.8,4272,152,11348,10.974,11.08,37,28.74,07/08/2010 10.18.54
Malcolm,12.25,2136,2135.85,72.1,11,809.4,4266,162,9880,10.961,11.078,37,28.76,07/08/2010 10.20.10
Malcolm,12.25,2137,2136.83,77.2,12,809.5,4270,162,8760,10.982,11.07,37,28.78,07/08/2010 10.21.13
Malcolm,12.25,2138,2137.83,57.9,13,810.2,4275,162,9488,10.956,11.077,38,28.8,07/08/2010 10.22.26
Malcolm,12.25,2139,2138.89,78.1,9,806.4,4247,147,6936,10.953,11.073,38,28.82,07/08/2010 10.37.25
Malcolm,12.25,2140,2139.86,125.1,11,797.1,4181,158,9921,10.979,11.073,38,28.83,07/08/2010 10.38.03
Malcolm,12.25,2141,2140.82,77.5,11,797.3,4188,162,10033,10.938,11.074,38,28.85,07/08/2010 10.39.08
Malcolm,12.25,2142,2141.82,77.3,13,797.4,4192,162,9014,10.967,11.077,38,28.88,07/08/2010 10.40.59
Malcolm,12.25,2143,2142.86,73.2,14,798.2,4209,141,8863,10.98,11.087,39,28.93,07/08/2010 10.43.56
Malcolm,12.25,2144,2143.84,90.3,11,798.3,4211,162,10009,10.996,11.104,39,28.94,07/08/2010 10.44.43
Malcolm,12.25,2145,2144.84,87.8,12,798.1,4215,162,11019,11,11.107,39,28.96,07/08/2010 10.45.38
Malcolm,12.25,2146,2145.86,147.5,11,798.6,4225,162,9130,10.94,11.096,39,28.97,07/08/2010 10.46.25
Malcolm,12.25,2147,2146.85,131.5,12,798.9,4231,162,10548,11.003,11.092,39,28.98,07/08/2010 10.46.53
Malcolm,12.25,2148,2147.88,135.1,13,798.5,4230,162,11316,10.947,11.087,39,28.99,07/08/2010 10.47.23
Malcolm,12.25,2149,2148.86,151.2,14,798.2,4232,162,12322,10.955,11.082,38,29,07/08/2010 10.47.48
Malcolm,12.25,2150,2149.86,142.1,15,798.4,4233,161,12651,10.958,11.081,38,29,07/08/2010 10.48.14
Malcolm,12.25,2151,2150.88,137.1,15,798.4,4231,162,12147,10.96,11.079,38,29.01,07/08/2010 10.48.44
Malcolm,12.25,2152,2151.85,121.7,14,798.4,4230,162,11565,10.974,11.077,38,29.02,07/08/2010 10.49.13
Malcolm,12.25,2153,2152.86,121.4,14,798.3,4235,161,11601,10.991,11.08,38,29.03,07/08/2010 10.49.43
Malcolm,12.25,2154,2153.88,137.8,14,798,4230,168,11724,10.966,11.078,38,29.04,07/08/2010 10.50.12
Malcolm,12.25,2155,2154.84,128.6,14,797.8,4221,169,11906,11.005,11.083,38,29.04,07/08/2010 10.50.41
Malcolm,12.25,2156,2155.87,105.1,15,798,4228,166,11702,10.979,11.078,38,29.05,07/08/2010 10.51.17
Malcolm,12.25,2157,2156.87,120.2,13,798.6,4234,162,10658,11.005,11.078,38,29.06,07/08/2010 10.51.53
Malcolm,12.25,2158,2157.85,136.3,13,798.4,4236,162,11021,11.006,11.08,38,29.07,07/08/2010 10.52.27
Malcolm,12.25,2159,2158.82,110.5,15,798.7,4241,159,10889,10.984,11.08,38,29.09,07/08/2010 10.53.31
Malcolm,12.25,2160,2159.85,98.2,14,798.8,4245,149,10580,11.006,11.083,38,29.11,07/08/2010 10.54.27
Malcolm,12.25,2161,2160.86,120.6,14,798.5,4237,164,11850,11.002,11.088,38,29.12,07/08/2010 10.54.58
Malcolm,12.25,2162,2161.85,120.6,14,798.8,4238,164,12112,11.018,11.095,38,29.12,07/08/2010 10.55.29
Malcolm,12.25,2163,2162.83,116.1,14,799.1,4247,164,11550,10.976,11.105,38,29.13,07/08/2010 10.56.04
Malcolm,12.25,2164,2163.82,87.1,15,798.8,4246,154,9798,11.008,11.104,38,29.16,07/08/2010 10.57.41
Malcolm,12.25,2165,2164.82,19.7,15,799.2,4241,138,8038,10.983,11.09,38,29.24,07/08/2010 11.02.23
Malcolm,12.25,2166,2165.84,71,12,799.2,4245,160,8312,10.997,11.071,37,29.26,07/08/2010 11.03.24
Malcolm,12.25,2167,2166.85,78.8,14,799.3,4248,159,11437,10.956,11.07,38,29.27,07/08/2010 11.04.18
Malcolm,12.25,2168,2167.83,114.6,12,801.4,4270,138,10694,10.963,11.095,38,29.29,07/08/2010 11.28.11
Malcolm,12.25,2169,2168.87,131.8,12,801.2,4284,161,9947,10.995,11.118,38,29.3,07/08/2010 11.28.55
Malcolm,12.25,2170,2169.85,169,13,800.8,4278,165,11579,10.875,11.113,38,29.31,07/08/2010 11.29.31
Malcolm,12.25,2171,2170.83,87.9,13,802.2,4292,165,13426,10.887,11.107,38,29.32,07/08/2010 11.30.16
Malcolm,12.25,2172,2171.86,90.3,13,801.9,4296,166,13184,10.944,11.097,38,29.34,07/08/2010 11.31.02
Malcolm,12.25,2173,2172.82,87.8,14,802.4,4294,163,12387,10.953,11.1,38,29.35,07/08/2010 11.32.03
Malcolm,12.25,2174,2173.83,73,13,802.4,4295,159,10989,11.002,11.092,38,29.38,07/08/2010 11.33.25
Malcolm,12.25,2175,2174.82,73.1,13,802.3,4297,150,10679,10.974,11.086,38,29.4,07/08/2010 11.35.00
Malcolm,12.25,2176,2175.82,63.5,14,802.5,4298,142,12186,10.994,11.081,38,29.43,07/08/2010 11.36.20
Malcolm,12.25,2177,2176.84,100.5,13,802.1,4286,169,12514,10.963,11.077,38,29.44,07/08/2010 11.37.02
Malcolm,12.25,2178,2177.84,105.2,13,802.3,4287,168,12667,10.973,11.078,37,29.45,07/08/2010 11.37.42
Malcolm,12.25,2179,2178.85,105.2,12,802,4288,168,12435,10.903,11.076,37,29.46,07/08/2010 11.38.19
Malcolm,12.25,2180,2179.85,97.2,13,802.1,4294,169,11995,10.926,11.073,37,29.47,07/08/2010 11.38.57
Malcolm,12.25,2181,2180.85,97,13,801.6,4289,169,12794,10.943,11.077,37,29.48,07/08/2010 11.39.34
Malcolm,12.25,2182,2181.85,121.3,13,802.5,4297,169,13611,10.998,11.077,37,29.49,07/08/2010 11.40.06
Malcolm,12.25,2183,2182.86,112.4,13,802.5,4303,159,13751,10.97,11.084,37,29.5,07/08/2010 11.40.52
Malcolm,12.25,2184,2183.88,113,13,802.4,4300,169,14100,10.977,11.089,37,29.51,07/08/2010 11.41.26
Malcolm,12.25,2185,2184.86,82.9,12,802.4,4300,161,12269,10.983,11.094,37,29.52,07/08/2010 11.42.12
Malcolm,12.25,2186,2185.84,96.8,13,802.6,4302,167,12946,10.965,11.101,37,29.53,07/08/2010 11.42.50
Malcolm,12.25,2187,2186.86,92.6,12,803,4304,166,12326,10.962,11.102,37,29.55,07/08/2010 11.43.38
Malcolm,12.25,2188,2187.83,80.7,12,803.6,4308,167,12720,10.983,11.108,37,29.56,07/08/2010 11.44.24
Malcolm,12.25,2189,2188.83,82.2,12,802.7,4303,154,11602,10.944,11.105,37,29.58,07/08/2010 11.45.19
Malcolm,12.25,2190,2189.82,80.2,12,803.3,4308,148,12075,10.948,11.103,37,29.59,07/08/2010 11.46.08
Malcolm,12.25,2191,2190.83,79.4,12,802.8,4307,161,12534,10.965,11.093,38,29.6,07/08/2010 11.47.00
Malcolm,12.25,2192,2191.85,75.2,12,803.4,4315,155,11066,10.954,11.089,38,29.62,07/08/2010 11.48.12
Malcolm,12.25,2193,2192.83,78.1,11,803.2,4319,165,11690,10.986,11.082,37,29.64,07/08/2010 11.48.58
Malcolm,12.25,2194,2193.85,90.5,11,803.1,4322,169,11718,10.988,11.08,38,29.65,07/08/2010 11.49.41
Malcolm,12.25,2195,2194.85,93.9,12,802.7,4312,169,11220,10.972,11.07,37,29.66,07/08/2010 11.50.36
Malcolm,12.25,2196,2195.85,102.9,10,802.2,4314,155,10639,10.989,11.055,38,29.68,07/08/2010 12.02.38
Malcolm,12.25,2197,2196.84,77.2,10,793.4,4236,157,11103,10.957,11.038,39,29.7,07/08/2010 12.03.27
Malcolm,12.25,2198,2197.82,82.7,13,807.7,4375,156,12675,10.951,11.03,39,29.71,07/08/2010 12.04.22
Malcolm,12.25,2199,2198.82,79.5,14,807.9,4394,153,11971,10.973,11.042,39,29.73,07/08/2010 12.05.25
Malcolm,12.25,2200,2199.84,39.9,13,808.7,4407,137,9516,10.974,11.05,39,29.77,07/08/2010 12.07.39
Malcolm,12.25,2201,2200.83,42.9,12,673.4,4358,123,9544,10.93,11.082,39,29.8,07/08/2010 12.09.30
Malcolm,12.25,2202,2201.84,62.6,9,790,4250,135,8473,10.982,11.078,39,29.83,07/08/2010 12.11.16
Malcolm,12.25,2203,2202.84,66.3,12,782.8,4185,148,7864,10.968,11.083,38,29.88,07/08/2010 12.15.07
Malcolm,12.25,2204,2203.84,69.3,11,775.2,4112,165,9028,10.966,11.089,38,29.91,07/08/2010 12.16.58
Malcolm,12.25,2205,2204.84,69.4,11,774.9,4116,165,11731,10.898,11.09,38,29.93,07/08/2010 12.17.52
Malcolm,12.25,2206,2205.82,87,11,775.1,4112,161,10632,10.943,11.093,38,29.96,07/08/2010 12.19.34
Malcolm,12.25,2207,2206.82,65.1,12,765.4,4110,145,6964,10.92,11.095,38,30.03,07/08/2010 12.24.04
