FORMATION,BIT SIZE (in),TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb*ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Malcolm,12.25,2208,2207.81,39.4,13,775.2,4116,131,8013,10.931,11.09,38,30.09,07/08/2010 12.27.30
Malcolm,12.25,2209,2208.83,51.4,10,774.7,4106,160,8007,10.944,11.098,38,30.11,07/08/2010 12.29.06
Malcolm,12.25,2210,2209.82,66,11,774.5,4097,163,9596,10.914,11.117,38,30.14,07/08/2010 12.30.52
Malcolm,12.25,2211,2210.82,91.9,10,775.9,4107,157,8107,10.899,11.136,37,30.17,07/08/2010 12.32.28
Malcolm,12.25,2212,2211.82,56.1,11,775,4110,143,10270,10.861,11.138,37,30.2,07/08/2010 12.34.16
Malcolm,12.25,2213,2212.84,99.7,11,775.6,4120,143,12021,10.848,11.133,37,30.22,07/08/2010 12.35.09
Malcolm,12.25,2214,2213.84,106.1,9,775.6,4117,143,9132,10.835,11.131,37,30.24,07/08/2010 12.36.33
Malcolm,12.25,2215,2214.82,78.1,10,775,4112,146,10654,10.829,11.128,37,30.25,07/08/2010 12.37.21
Malcolm,12.25,2216,2215.81,76.7,11,775.6,4112,160,10353,10.839,11.12,37,30.27,07/08/2010 12.38.16
Malcolm,12.25,2217,2216.83,79.1,10,792.9,4259,160,9135,10.858,11.121,38,30.3,07/08/2010 12.40.08
Malcolm,12.25,2218,2217.83,77.2,12,790.7,4248,159,12146,10.889,11.102,38,30.31,07/08/2010 12.40.55
Malcolm,12.25,2219,2218.84,82.2,12,787.8,4227,159,12170,10.858,11.1,38,30.32,07/08/2010 12.41.42
Malcolm,12.25,2220,2219.84,82.2,9,788.2,4219,161,8944,10.81,11.106,38,30.34,07/08/2010 12.42.46
Malcolm,12.25,2221,2220.82,77.5,11,788.3,4221,159,12108,10.832,11.108,37,30.36,07/08/2010 12.43.34
Malcolm,12.25,2222,2221.84,77.1,12,788.4,4214,159,13002,10.807,11.111,38,30.37,07/08/2010 12.44.22
Malcolm,12.25,2223,2222.82,75.3,10,788.2,4221,160,10698,10.791,11.109,38,30.38,07/08/2010 12.45.15
Malcolm,12.25,2224,2223.81,65,13,788.5,4221,160,10372,10.833,11.112,38,30.41,07/08/2010 12.46.37
Malcolm,12.25,2225,2224.82,79.7,12,782.9,4153,151,9502,10.878,11.11,38,30.44,07/08/2010 13.02.57
Malcolm,12.25,2226,2225.83,115.8,14,774.9,4089,156,12903,10.94,11.091,38,30.45,07/08/2010 13.03.40
Malcolm,12.25,2227,2226.84,99.5,11,775.4,4105,157,10385,10.929,11.092,38,30.46,07/08/2010 13.04.21
Malcolm,12.25,2228,2227.81,99.9,12,775.7,4108,157,11548,10.977,11.093,38,30.47,07/08/2010 13.05.09
Malcolm,12.25,2229,2228.84,103.4,12,775.7,4108,157,12028,10.958,11.1,38,30.49,07/08/2010 13.05.57
Malcolm,12.25,2230,2229.82,95.5,12,776.1,4112,158,10539,10.947,11.099,38,30.51,07/08/2010 13.07.07
Malcolm,12.25,2231,2230.83,71.4,10,775.8,4112,157,10505,10.945,11.092,38,30.52,07/08/2010 13.08.05
Malcolm,12.25,2232,2231.84,75.1,10,775.5,4115,157,10843,10.972,11.088,38,30.54,07/08/2010 13.08.58
Malcolm,12.25,2233,2232.85,77.3,11,776,4111,157,10752,10.932,11.095,38,30.56,07/08/2010 13.10.29
Eren Shale,12.25,2234,2233.84,88.7,12,776.6,4115,158,10014,10.918,11.101,38,30.59,07/08/2010 13.12.09
Eren Shale,12.25,2235,2234.84,115.1,11,776.3,4113,157,12468,10.924,11.108,38,30.6,07/08/2010 13.12.44
Eren Shale,12.25,2236,2235.82,38.9,12,776.7,4114,158,9736,10.944,11.106,38,30.63,07/08/2010 13.14.27
Eren Shale,12.25,2237,2236.81,55.8,11,777,4118,157,10416,10.978,11.097,38,30.65,07/08/2010 13.15.54
Eren Shale,12.25,2238,2237.85,85,12,776.3,4118,157,12462,10.941,11.087,38,30.67,07/08/2010 13.16.41
Eren Shale,12.25,2239,2238.84,98.3,11,776.4,4124,157,11992,10.953,11.085,39,30.68,07/08/2010 13.17.19
Eren Shale,12.25,2240,2239.83,87.8,11,776.4,4123,158,11726,10.948,11.08,38,30.69,07/08/2010 13.18.15
Eren Shale,12.25,2241,2240.81,87.9,11,776.7,4131,158,11469,10.937,11.087,38,30.7,07/08/2010 13.19.00
Eren Shale,12.25,2242,2241.83,76.6,12,776.6,4133,158,12127,10.947,11.086,38,30.72,07/08/2010 13.19.51
Eren Shale,12.25,2243,2242.8,90.4,12,777.3,4137,157,11678,10.918,11.089,38,30.73,07/08/2010 13.20.34
Eren Shale,12.25,2244,2243.83,88.2,12,776.9,4139,157,12437,10.94,11.089,38,30.74,07/08/2010 13.21.17
Eren Shale,12.25,2245,2244.84,85.6,12,776.8,4141,157,12956,10.933,11.092,38,30.76,07/08/2010 13.22.03
Eren Shale,12.25,2246,2245.83,96.6,11,777.1,4149,158,10336,10.974,11.094,38,30.77,07/08/2010 13.22.53
Eren Shale,12.25,2247,2246.82,81.5,12,776.6,4148,158,11444,10.971,11.102,38,30.78,07/08/2010 13.23.42
Eren Shale,12.25,2248,2247.83,73.7,12,776.6,4149,158,9695,10.953,11.105,38,30.8,07/08/2010 13.24.41
Eren Shale,12.25,2249,2248.84,81.5,12,776.4,4149,158,10131,10.936,11.105,38,30.81,07/08/2010 13.25.33
Eren Shale,12.25,2250,2249.83,89.1,13,776.2,4143,157,11388,10.951,11.102,38,30.83,07/08/2010 13.26.18
Eren Shale,12.25,2251,2250.83,86.2,13,776,4148,158,10351,10.97,11.109,38,30.84,07/08/2010 13.27.09
Eren Shale,12.25,2252,2251.82,86.9,12,799.8,4333,158,10168,10.949,11.115,38,30.85,07/08/2010 13.27.56
Eren Shale,12.25,2253,2252.83,64.5,9,804.1,4416,149,7040,10.979,11.121,38,30.88,07/08/2010 13.44.27
Eren Shale,12.25,2254,2253.8,100.7,9,777.1,4189,145,9059,10.934,11.129,38,30.89,07/08/2010 13.45.08
Eren Shale,12.25,2255,2254.86,94.7,10,777.7,4196,165,9315,10.971,11.13,38,30.91,07/08/2010 13.45.50
Eren Shale,12.25,2256,2255.81,126.1,12,777.9,4189,174,9731,10.967,11.131,38,30.93,07/08/2010 13.47.10
Eren Shale,12.25,2257,2256.84,69.3,12,779,4204,160,10691,10.98,11.103,38,30.97,07/08/2010 13.49.31
Eren Shale,12.25,2258,2257.81,103.3,11,777.9,4196,178,12292,10.919,11.085,37,30.98,07/08/2010 13.50.16
Eren Shale,12.25,2259,2258.84,103.6,12,779.3,4204,178,13778,10.995,11.087,38,30.99,07/08/2010 13.50.54
Eren Shale,12.25,2260,2259.83,94.8,10,779.6,4210,183,11428,10.927,11.09,38,31.01,07/08/2010 13.51.52
Eren Shale,12.25,2261,2260.84,83.4,10,780,4214,183,11575,10.917,11.09,38,31.02,07/08/2010 13.52.52
Eren Shale,12.25,2262,2261.82,100.6,12,779.6,4215,183,13091,10.956,11.087,38,31.03,07/08/2010 13.53.34
Eren Shale,12.25,2263,2262.84,100.4,10,779.5,4217,183,11994,10.91,11.085,38,31.05,07/08/2010 13.54.16
Eren Shale,12.25,2264,2263.83,100.5,11,781,4228,183,13072,10.93,11.088,38,31.06,07/08/2010 13.54.53
Eren Shale,12.25,2265,2264.84,107.9,12,779.1,4221,182,13869,10.985,11.085,37,31.07,07/08/2010 13.55.33
Eren Shale,12.25,2266,2265.84,95.4,11,779.5,4218,183,12014,10.952,11.085,38,31.08,07/08/2010 13.56.32
Eren Shale,12.25,2267,2266.84,78.5,11,778.3,4207,183,12126,10.998,11.085,37,31.1,07/08/2010 13.57.25
Eren Shale,12.25,2268,2267.8,91.3,12,779.3,4217,183,11719,10.973,11.083,38,31.12,07/08/2010 13.58.26
Eren Shale,12.25,2269,2268.84,115.2,10,779.1,4220,184,10377,10.968,11.083,38,31.13,07/08/2010 13.59.06
Eren Shale,12.25,2270,2269.83,115.3,11,779,4218,184,12256,10.991,11.079,38,31.14,07/08/2010 13.59.45
Eren Shale,12.25,2271,2270.82,110.4,11,779.3,4223,183,10875,10.975,11.078,37,31.15,07/08/2010 14.00.42
Eren Shale,12.25,2272,2271.83,74.7,10,780.4,4228,184,9434,10.964,11.083,37,31.17,07/08/2010 14.01.47
Eren Shale,12.25,2273,2272.83,98.1,11,780.6,4235,183,12194,10.933,11.086,38,31.18,07/08/2010 14.02.26
Eren Shale,12.25,2274,2273.83,98.1,12,780.5,4233,184,12921,10.947,11.088,38,31.19,07/08/2010 14.03.04
Eren Shale,12.25,2275,2274.83,86.4,12,779.6,4232,183,13075,10.935,11.088,38,31.21,07/08/2010 14.03.48
Eren Shale,12.25,2276,2275.82,98.2,11,780.1,4229,183,12816,10.952,11.085,37,31.22,07/08/2010 14.04.27
Eren Shale,12.25,2277,2276.84,86.4,10,779.8,4233,184,11812,10.947,11.087,37,31.23,07/08/2010 14.05.25
Eren Shale,12.25,2278,2277.84,95.2,12,781.8,4249,183,13602,10.962,11.099,37,31.24,07/08/2010 14.06.04
Eren Shale,12.25,2279,2278.82,97.3,12,779.2,4238,183,12441,10.954,11.102,37,31.25,07/08/2010 14.06.41
Eren Shale,12.25,2280,2279.82,88.2,12,779.7,4233,183,13363,10.977,11.107,37,31.27,07/08/2010 14.07.23
Eren Shale,12.25,2281,2280.83,94.7,11,779.6,4235,183,12360,10.94,11.095,37,31.28,07/08/2010 14.08.06
Eren Shale,12.25,2282,2281.84,102,11,781.4,4251,181,12545,10.972,11.102,37,31.29,07/08/2010 14.08.48
Eren Shale,12.25,2283,2282.82,83.6,11,768.7,4140,150,10127,10.963,11.107,38,31.31,07/08/2010 14.30.08
Eren Shale,12.25,2284,2283.84,87.5,13,768.3,4155,166,13275,10.92,11.104,38,31.32,07/08/2010 14.30.51
Eren Shale,12.25,2285,2284.83,87.8,13,770.1,4176,164,13484,10.946,11.102,38,31.33,07/08/2010 14.31.34
Eren Shale,12.25,2286,2285.84,97.5,13,770.5,4174,164,13796,10.923,11.097,38,31.34,07/08/2010 14.32.13
Eren Shale,12.25,2287,2286.8,101.4,14,770.1,4182,161,14433,10.925,11.095,38,31.35,07/08/2010 14.32.49
Eren Shale,12.25,2288,2287.85,95.5,14,768.9,4168,160,13844,10.942,11.101,38,31.37,07/08/2010 14.34.02
Eren Shale,12.25,2289,2288.82,102.2,12,770.3,4181,166,12570,10.946,11.106,38,31.38,07/08/2010 14.34.39
Eren Shale,12.25,2290,2289.83,95.8,14,769.8,4176,165,15075,10.897,11.107,38,31.4,07/08/2010 14.35.18
Eren Shale,12.25,2291,2290.84,92.9,13,769.2,4168,167,11438,10.892,11.102,38,31.42,07/08/2010 14.37.04
Eren Shale,12.25,2292,2291.82,97.8,10,768,4155,167,10739,10.868,11.099,38,31.44,07/08/2010 14.37.56
Eren Shale,12.25,2293,2292.82,88.1,12,767.7,4157,167,12196,10.887,11.099,38,31.45,07/08/2010 14.38.39
Eren Shale,12.25,2294,2293.82,76,13,770.1,4167,155,10104,10.923,11.101,38,31.49,07/08/2010 14.41.03
Eren Shale,12.25,2295,2294.81,50.9,10,770.8,4179,144,10025,10.944,11.106,38,31.52,07/08/2010 14.42.39
Eren Shale,12.25,2296,2295.8,44.8,7,771.3,4112,145,8287,10.942,11.082,38,31.54,07/08/2010 14.44.06
Eren Shale,12.25,2297,2296.81,42.5,8,772.3,4103,144,8201,10.973,11.043,38,31.57,07/08/2010 14.45.34
Eren Shale,12.25,2298,2297.8,44,8,686.9,3534,133,8187,10.939,11.063,35,31.6,07/08/2010 14.57.33
Eren Shale,12.25,2299,2298.8,45.9,9,755.3,4184,132,9575,10.953,11.087,38,31.63,07/08/2010 14.59.07
Eren Shale,12.25,2300,2299.82,51.4,9,755.2,4166,172,9573,10.951,11.08,37,31.65,07/08/2010 15.00.25
Eren Shale,12.25,2301,2300.8,67.4,9,755.5,4149,182,9896,10.951,11.086,37,31.67,07/08/2010 15.01.24
Eren Shale,12.25,2302,2301.81,63.3,10,755.5,4162,187,10233,10.954,11.091,38,31.68,07/08/2010 15.02.29
Eren Shale,12.25,2303,2302.8,54.7,9,755.6,4165,187,9909,10.931,11.098,38,31.71,07/08/2010 15.03.45
Eren Shale,12.25,2304,2303.83,49.1,9,755.3,4161,187,9535,10.902,11.108,37,31.73,07/08/2010 15.05.02
Eren Shale,12.25,2305,2304.8,62.9,10,755.6,4162,187,9731,10.929,11.119,37,31.75,07/08/2010 15.06.11
Eren Shale,12.25,2306,2305.8,60.2,8,755.6,4163,188,8669,10.884,11.121,36,31.76,07/08/2010 15.07.14
Eren Shale,12.25,2307,2306.83,64.5,10,755.5,4166,186,11354,10.927,11.123,37,31.78,07/08/2010 15.08.14
Eren Shale,12.25,2308,2307.82,75.9,9,755.4,4160,187,10284,10.97,11.124,37,31.8,07/08/2010 15.09.12
Eren Shale,12.25,2309,2308.83,86,10,755.7,4165,187,10953,10.927,11.124,37,31.81,07/08/2010 15.09.57
Eren Shale,12.25,2310,2309.81,77.1,11,755.4,4161,186,11672,10.931,11.118,37,31.82,07/08/2010 15.10.54
Eren Shale,12.25,2311,2310.81,62.8,10,756.1,4172,167,10536,10.948,11.108,37,31.85,07/08/2010 15.29.44
Eren Shale,12.25,2312,2311.82,79.8,11,756.7,4205,162,10961,10.935,11.074,37,31.87,07/08/2010 15.30.46
Eren Shale,12.25,2313,2312.8,58.7,11,755.9,4195,173,9876,10.939,11.095,37,31.89,07/08/2010 15.32.21
Eren Shale,12.25,2314,2313.83,63.3,10,755.1,4190,179,10247,10.908,11.096,37,31.91,07/08/2010 15.33.30
Eren Shale,12.25,2315,2314.81,71.4,10,754.6,4188,179,10492,10.979,11.102,38,31.93,07/08/2010 15.34.48
Eren Shale,12.25,2316,2315.83,71.3,10,753,4176,180,10576,10.927,11.107,38,31.95,07/08/2010 15.35.47
Eren Shale,12.25,2317,2316.79,69.7,11,752.2,4177,179,11193,10.961,11.108,38,31.97,07/08/2010 15.36.47
Eren Shale,12.25,2318,2317.81,75.2,11,751.1,4166,180,11359,10.926,11.121,38,31.98,07/08/2010 15.37.51
Eren Shale,12.25,2319,2318.81,85,11,750.3,4166,182,11863,10.971,11.117,38,32,07/08/2010 15.38.41
Eren Shale,12.25,2320,2319.82,61.4,11,749,4147,180,11159,10.951,11.112,37,32.02,07/08/2010 15.40.02
Eren Shale,12.25,2321,2320.8,74.6,12,750.2,4145,184,11892,10.928,11.106,37,32.03,07/08/2010 15.40.58
Eren Shale,12.25,2322,2321.82,68.8,9,753.4,4152,185,9302,10.931,11.079,37,32.06,07/08/2010 15.42.27
Eren Shale,12.25,2323,2322.82,70.7,10,720.4,3814,178,9928,10.962,10.996,36,32.08,07/08/2010 16.32.32
Eren Shale,12.25,2324,2323.83,139.7,11,768.6,4221,140,10727,10.961,10.959,37,32.09,07/08/2010 16.33.06
Eren Shale,12.25,2325,2324.82,107.7,14,767.2,4205,168,13512,10.945,10.961,37,32.1,07/08/2010 16.33.46
Eren Shale,12.25,2326,2325.81,97.1,13,767.5,4199,168,13498,10.915,10.96,37,32.12,07/08/2010 16.34.37
Eren Shale,12.25,2327,2326.81,77.5,13,768.6,4205,169,12352,10.918,10.959,37,32.13,07/08/2010 16.35.35
Eren Shale,12.25,2328,2327.81,79.2,12,767.8,4182,169,12289,10.893,10.958,37,32.15,07/08/2010 16.36.39
Eren Shale,12.25,2329,2328.8,67.3,13,767.7,4178,170,11727,10.946,10.959,37,32.17,07/08/2010 16.37.39
Eren Shale,12.25,2330,2329.8,49.1,11,768.4,4186,170,9767,10.88,10.958,37,32.19,07/08/2010 16.39.08
Eren Shale,12.25,2331,2330.83,79.1,9,767.7,4174,170,9807,10.893,10.958,37,32.21,07/08/2010 16.40.26
Eren Shale,12.25,2332,2331.8,81.7,11,767.8,4171,170,11883,10.899,10.959,37,32.23,07/08/2010 16.41.29
Eren Shale,12.25,2333,2332.82,62.5,9,767.4,4168,170,10246,10.916,10.961,37,32.25,07/08/2010 16.42.31
Eren Shale,12.25,2334,2333.81,84.9,9,768.6,4175,170,10173,10.926,10.962,37,32.27,07/08/2010 16.43.38
Eren Shale,12.25,2335,2334.82,58.6,10,768.6,4171,169,10396,10.947,10.961,37,32.29,07/08/2010 16.44.47
Eren Shale,12.25,2336,2335.81,50.3,11,769.1,4174,170,10140,10.972,10.959,37,32.31,07/08/2010 16.46.10
Eren Shale,12.25,2337,2336.81,43,11,768.3,4176,170,9944,10.955,10.955,37,32.34,07/08/2010 16.48.03
Eren Shale,12.25,2338,2337.82,74.7,7,768.9,4203,170,7689,10.948,10.953,36,32.37,07/08/2010 16.49.59
Eren Shale,12.25,2339,2338.81,69.8,11,768.5,4226,170,10785,10.96,10.955,37,32.39,07/08/2010 16.50.59
Eren Shale,12.25,2340,2339.8,59,9,748.8,4068,151,9404,10.948,10.955,37,32.43,07/08/2010 17.28.02
Eren Shale,12.25,2341,2340.81,62.1,9,769,4157,169,9556,10.941,10.95,37,32.45,07/08/2010 17.29.11
Eren Shale,12.25,2342,2341.79,54.6,8,727.9,3897,137,7104,10.957,10.951,37,32.49,07/08/2010 19.22.18
Eren Shale,12.25,2343,2342.81,58.2,10,761,4167,157,8725,10.971,10.95,37,32.51,07/08/2010 19.23.53
Eren Shale,12.25,2344,2343.8,48.6,10,761.7,4189,169,8291,10.991,10.953,37,32.54,07/08/2010 19.25.35
Eren Shale,12.25,2345,2344.8,45,11,761.6,4163,173,9166,10.991,10.948,37,32.57,07/08/2010 19.27.07
Eren Shale,12.25,2346,2345.8,41.6,11,761.6,4161,171,8929,11.002,10.942,37,32.59,07/08/2010 19.28.43
Eren Shale,12.25,2347,2346.8,51.8,11,762,4164,172,8896,10.995,10.942,37,32.62,07/08/2010 19.30.21
Eren Shale,12.25,2348,2347.8,42.9,11,762.1,4169,172,8935,10.981,10.939,38,32.64,07/08/2010 19.31.49
Eren Shale,12.25,2349,2348.8,37.6,11,762.2,4179,172,8016,10.983,10.938,38,32.69,07/08/2010 19.34.22
Eren Shale,12.25,2350,2349.81,39.3,9,763.1,4169,172,7322,10.987,10.937,38,32.72,07/08/2010 19.36.23
Eren Shale,12.25,2351,2350.8,43.6,10,762.8,4163,172,8303,10.973,10.936,38,32.75,07/08/2010 19.37.57
Eren Shale,12.25,2352,2351.81,48.4,11,762.8,4162,172,8816,10.962,10.936,38,32.77,07/08/2010 19.39.30
Eren Shale,12.25,2353,2352.8,61.2,12,765.8,4165,172,9884,10.955,10.938,37,32.79,07/08/2010 19.40.37
Eren Shale,12.25,2354,2353.8,49.7,12,774.6,4254,177,9860,10.984,10.937,38,32.81,07/08/2010 19.41.59
Eren Shale,12.25,2355,2354.8,49.9,11,774.4,4249,174,9868,10.985,10.937,38,32.83,07/08/2010 19.43.17
Eren Shale,12.25,2356,2355.79,52.3,12,774.2,4248,167,10396,10.984,10.937,38,32.86,07/08/2010 19.44.38
Eren Shale,12.25,2357,2356.81,52.5,12,774.5,4251,168,9725,10.999,10.937,38,32.88,07/08/2010 19.45.55
Eren Shale,12.25,2358,2357.8,54,13,774.4,4252,167,10167,10.955,10.937,38,32.9,07/08/2010 19.47.11
Eren Shale,12.25,2359,2358.8,46.2,12,775.4,4255,162,9890,10.973,10.939,38,32.93,07/08/2010 19.48.45
Eren Shale,12.25,2360,2359.78,44.2,13,774.6,4244,168,9509,10.977,10.938,37,32.95,07/08/2010 19.50.24
Eren Shale,12.25,2361,2360.79,41,12,775.3,4237,170,9574,10.991,10.939,38,32.98,07/08/2010 19.52.04
Eren Shale,12.25,2362,2361.79,38.7,13,775.3,4230,160,10034,10.995,10.941,37,33.01,07/08/2010 19.53.42
Eren Shale,12.25,2363,2362.8,39.3,13,775.2,4230,161,9881,11.008,10.94,37,33.04,07/08/2010 19.55.25
Eren Shale,12.25,2364,2363.79,44,12,775.9,4230,161,9909,11.01,10.94,38,33.06,07/08/2010 19.56.59
Eren Shale,12.25,2365,2364.8,47.6,12,776.3,4231,160,9885,11.037,10.941,38,33.09,07/08/2010 19.58.28
Eren Shale,12.25,2366,2365.8,52.8,11,777.1,4248,160,9141,11.004,10.941,38,33.11,07/08/2010 19.59.51
Eren Shale,12.25,2367,2366.79,55.2,11,776.9,4253,161,9338,11.011,10.942,38,33.13,07/08/2010 20.01.11
Eren Shale,12.25,2368,2367.8,52.1,11,777.8,4264,161,9190,10.995,10.942,38,33.16,07/08/2010 20.02.52
Eren Shale,12.25,2369,2368.79,67.2,10,768.1,4184,142,8163,10.959,10.943,38,33.19,07/08/2010 20.28.19
Eren Shale,12.25,2370,2369.79,42,13,761.3,4112,153,9244,10.932,10.942,38,33.23,07/08/2010 20.30.16
Eren Shale,12.25,2371,2370.79,44.4,12,761.8,4110,155,8414,10.954,10.943,38,33.26,07/08/2010 20.32.26
Eren Shale,12.25,2372,2371.8,47.2,12,761.8,4100,155,8849,10.977,10.942,38,33.29,07/08/2010 20.34.26
Eren Shale,12.25,2373,2372.8,65.4,11,761.8,4092,155,9189,10.938,10.929,38,33.32,07/08/2010 20.36.05
Eren Shale,12.25,2374,2373.81,55.3,11,762.7,4099,155,9878,11.01,10.948,38,33.35,07/08/2010 20.37.30
Eren Shale,12.25,2375,2374.79,53.1,12,761.8,4097,155,10632,10.973,10.949,38,33.37,07/08/2010 20.38.47
Eren Shale,12.25,2376,2375.8,46.2,11,762.8,4113,155,9553,10.983,10.948,37,33.39,07/08/2010 20.40.23
Eren Shale,12.25,2377,2376.8,56.3,11,762.2,4109,155,10154,10.993,10.942,38,33.42,07/08/2010 20.41.47
Eren Shale,12.25,2378,2377.8,57.9,12,762.3,4111,155,10920,10.984,10.94,38,33.44,07/08/2010 20.42.57
Eren Shale,12.25,2379,2378.8,48.8,13,763.2,4120,155,10043,10.989,10.938,38,33.46,07/08/2010 20.44.34
Eren Shale,12.25,2380,2379.8,57.4,11,762.5,4113,155,10162,10.98,10.933,38,33.49,07/08/2010 20.46.16
Eren Shale,12.25,2381,2380.8,47.1,12,761.9,4108,155,10054,11.01,10.932,37,33.52,07/08/2010 20.47.48
Eren Shale,12.25,2382,2381.79,37.2,13,762.7,4119,155,8811,10.999,10.931,38,33.56,07/08/2010 20.50.26
Eren Shale,12.25,2383,2382.79,65.6,11,762.9,4122,156,9271,10.999,10.929,38,33.59,07/08/2010 20.52.28
Eren Shale,12.25,2384,2383.79,41.7,12,762.7,4119,155,9863,11.006,10.93,37,33.63,07/08/2010 20.54.21
Eren Shale,12.25,2385,2384.8,24.8,12,762.3,4112,156,7576,10.985,10.929,37,33.69,07/08/2010 20.57.54
Eren Shale,12.25,2386,2385.79,45.9,12,763.1,4116,156,9371,11.027,10.93,37,33.71,07/08/2010 20.59.28
Eren Shale,12.25,2387,2386.79,37.3,11,763.2,4116,156,8472,10.999,10.93,37,33.74,07/08/2010 21.01.20
Eren Shale,12.25,2388,2387.79,49.3,11,763.4,4120,156,9188,11.009,10.927,37,33.77,07/08/2010 21.02.52
Eren Shale,12.25,2389,2388.79,46.3,11,763.1,4110,156,8976,11.011,10.928,37,33.79,07/08/2010 21.04.28
Eren Shale,12.25,2390,2389.8,71.5,10,763.9,4120,156,8620,10.962,10.929,37,33.83,07/08/2010 21.06.20
Eren Shale,12.25,2391,2390.8,68.2,10,763.4,4113,156,8173,10.99,10.929,37,33.86,07/08/2010 21.08.17
Eren Shale,12.25,2392,2391.78,49,11,763.7,4111,156,9512,11.012,10.93,36,33.88,07/08/2010 21.09.51
Eren Shale,12.25,2393,2392.79,38.3,12,764.3,4116,156,9098,10.983,10.932,37,33.92,07/08/2010 21.11.58
Eren Shale,12.25,2394,2393.8,38.9,12,763.6,4110,156,10216,11.002,10.93,37,33.95,07/08/2010 21.13.41
Eren Shale,12.25,2395,2394.8,46.4,13,764.1,4118,156,10341,10.995,10.932,36,33.97,07/08/2010 21.15.13
Eren Shale,12.25,2396,2395.79,40,11,763.7,4111,156,8664,10.977,10.929,36,34.02,07/08/2010 21.18.00
Eren Shale,12.25,2397,2396.78,38.5,12,764.4,4122,156,9188,10.997,10.931,37,34.06,07/08/2010 21.20.16
Eren Shale,12.25,2398,2397.79,51.2,12,743.5,3961,143,7913,10.977,10.937,36,34.1,07/08/2010 21.51.06
Eren Shale,12.25,2399,2398.79,48.8,15,740,3925,162,12458,10.974,10.931,36,34.13,07/08/2010 21.52.37
Eren Shale,12.25,2400,2399.79,41,15,739.9,3918,163,11789,10.958,10.942,37,34.15,07/08/2010 21.54.13
Eren Shale,12.25,2401,2400.8,41.1,15,740.2,3924,163,11860,10.98,10.929,37,34.18,07/08/2010 21.55.48
Eren Shale,12.25,2402,2401.78,33.8,14,741,3929,166,10160,10.982,10.933,37,34.22,07/08/2010 21.58.02
Eren Shale,12.25,2403,2402.8,44.3,12,740.9,3924,174,10662,10.949,10.928,37,34.24,07/08/2010 21.59.34
Eren Shale,12.25,2404,2403.83,43,13,742,3937,174,10412,10.96,10.927,37,34.27,07/08/2010 22.01.11
Eren Shale,12.25,2405,2404.8,45.3,12,740.7,3923,174,10443,10.993,10.924,37,34.3,07/08/2010 22.02.41
Eren Shale,12.25,2406,2405.78,38.2,12,741.3,3924,175,10199,10.96,10.923,37,34.32,07/08/2010 22.04.19
Eren Shale,12.25,2407,2406.78,38.1,12,740.9,3918,175,8788,11,10.92,37,34.36,07/08/2010 22.06.20
Eren Shale,12.25,2408,2407.78,30.3,11,741.1,3918,175,8215,10.992,10.92,37,34.4,07/08/2010 22.08.50
Eren Shale,12.25,2409,2408.79,28.8,11,741.9,3921,176,8179,10.995,10.92,37,34.45,07/08/2010 22.11.44
Eren Shale,12.25,2410,2409.8,39.9,11,742.1,3927,175,8942,10.965,10.92,36,34.48,07/08/2010 22.13.42
Eren Shale,12.25,2411,2410.8,51.3,11,742,3932,175,9172,10.979,10.92,37,34.51,07/08/2010 22.15.39
Eren Shale,12.25,2412,2411.78,54.9,11,741.8,3935,175,9552,10.995,10.922,36,34.54,07/08/2010 22.17.11
Eren Shale,12.25,2413,2412.8,33.7,11,742.9,3942,174,8130,10.978,10.923,36,34.58,07/08/2010 22.19.56
Eren Shale,12.25,2414,2413.79,50.9,15,742.4,3947,160,12564,10.935,10.924,36,34.61,07/08/2010 22.21.28
Eren Shale,12.25,2415,2414.79,44.8,15,742.9,3941,171,12087,11.004,10.92,36,34.63,07/08/2010 22.23.01
Eren Shale,12.25,2416,2415.79,49.6,15,743,3944,170,11913,10.958,10.921,36,34.66,07/08/2010 22.24.15
Eren Shale,12.25,2417,2416.79,42,14,742.9,3941,172,10851,10.997,10.916,36,34.68,07/08/2010 22.25.51
Eren Shale,12.25,2418,2417.79,48.8,14,743.5,3946,173,10335,11,10.915,36,34.71,07/08/2010 22.27.45
Eren Shale,12.25,2419,2418.79,58.1,13,743.4,3947,172,10397,10.978,10.914,36,34.74,07/08/2010 22.29.17
Eren Shale,12.25,2420,2419.78,50.4,14,743.6,3947,171,11452,10.991,10.916,36,34.76,07/08/2010 22.30.45
Eren Shale,12.25,2421,2420.78,45,15,743.3,3946,171,11766,10.965,10.915,36,34.79,07/08/2010 22.32.16
Eren Shale,12.25,2422,2421.78,42,14,743.6,3948,173,10614,10.971,10.914,36,34.82,07/08/2010 22.33.55
Eren Shale,12.25,2423,2422.79,34.8,14,743.4,3952,173,10947,10.985,10.915,36,34.85,07/08/2010 22.35.46
Eren Shale,12.25,2424,2423.78,37.6,12,744.2,3954,173,9358,10.967,10.913,36,34.88,07/08/2010 22.38.04
Eren Shale,12.25,2425,2424.79,56.3,14,744.7,3962,172,11399,10.998,10.906,36,34.91,07/08/2010 22.39.31
