Formation,TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb.ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Barre,1704,1703.95,110.8,7,813.8,3243,146,9356,11,11.08,64,26.17,21/06/2010 08.48.02
Barre,1705,1704.94,113,7,814.3,3244,146,9641,11,11.08,64,26.18,21/06/2010 08.48.34
Barre,1706,1705.93,95.1,6,814.4,3247,144,8106,11,11.08,64,26.2,21/06/2010 08.49.42
Barre,1707,1706.92,64.7,8,814.3,3244,144,9341,11,11.08,64,26.22,21/06/2010 08.51.01
Barre,1708,1707.91,79.2,4,818.8,3270,135,4795,11,11.08,63,26.24,21/06/2010 09.27.59
Barre,1709,1708.92,67.5,6,822.6,3292,152,8404,11,11.08,64,26.27,21/06/2010 09.29.15
Barre,1710,1709.96,104.3,7,821.5,3296,151,10415,11,11.08,64,26.28,21/06/2010 09.30.00
Barre,1711,1710.94,129.8,7,823.3,3309,158,11670,11,11.08,64,26.29,21/06/2010 09.30.30
Barre,1712,1711.94,149.5,8,823,3303,160,12487,11,11.08,64,26.3,21/06/2010 09.30.57
Barre,1713,1712.95,136.8,9,823.5,3317,161,13966,11,11.08,64,26.3,21/06/2010 09.31.31
Barre,1714,1713.96,138.8,7,823,3320,161,10524,11,11.08,64,26.31,21/06/2010 09.32.02
Barre,1715,1714.96,142.9,9,823,3317,161,14651,11,11.08,64,26.32,21/06/2010 09.32.28
Barre,1716,1715.98,137.2,11,825,3336,161,16077,11,11.08,64,26.33,21/06/2010 09.32.55
Barre,1717,1716.94,132,10,823,3311,162,12380,11,11.08,64,26.34,21/06/2010 09.33.32
Barre,1718,1717.96,116.4,9,822.6,3318,161,12853,11,11.08,64,26.35,21/06/2010 09.34.07
Barre,1719,1718.92,109.3,9,824.2,3330,161,10964,11,11.08,64,26.36,21/06/2010 09.34.45
Neo,1720,1719.95,115.3,10,821.8,3308,161,10243,11,11.08,64,26.38,21/06/2010 09.36.02
Neo,1721,1720.93,111.2,9,822.7,3317,162,11797,11,11.08,64,26.39,21/06/2010 09.36.56
Neo,1722,1721.95,97,8,822,3309,163,11529,11,11.08,64,26.4,21/06/2010 09.37.36
Neo,1723,1722.93,85.6,9,823.6,3324,163,12030,11,11.08,64,26.42,21/06/2010 09.38.27
Neo,1724,1723.93,89.6,9,826.2,3344,164,10723,11,11.08,64,26.43,21/06/2010 09.39.25
Neo,1725,1724.92,88.7,8,822.6,3322,163,10827,11,11.08,64,26.45,21/06/2010 09.40.08
Neo,1726,1725.93,91.5,8,822.6,3322,161,10957,11,11.08,63,26.46,21/06/2010 09.40.54
Neo,1727,1726.93,86,8,825.5,3345,162,10925,11,11.08,64,26.47,21/06/2010 09.41.41
Neo,1728,1727.92,101.1,7,825.7,3355,162,9117,11,11.08,64,26.49,21/06/2010 09.42.29
Neo,1729,1728.93,73.5,7,823.6,3339,166,9355,11,11.08,64,26.5,21/06/2010 09.43.27
Neo,1730,1729.91,56.3,8,824.3,3344,170,9956,11,11.08,64,26.52,21/06/2010 09.44.35
Neo,1731,1730.92,73.4,7,823.9,3342,171,9464,11,11.08,64,26.54,21/06/2010 09.45.27
Neo,1732,1731.93,71.2,8,824.5,3351,171,10497,11,11.08,63,26.55,21/06/2010 09.46.24
Neo,1733,1732.93,85.8,8,822.8,3338,171,10108,11,11.08,64,26.56,21/06/2010 09.47.11
Neo,1734,1733.92,61.6,6,824.3,3348,172,6546,11,11.08,63,26.59,21/06/2010 09.48.57
Neo,1735,1734.93,82.8,7,824.6,3351,172,8074,11,11.08,64,26.61,21/06/2010 09.50.00
Neo,1736,1735.93,78.4,7,823.4,3338,171,8967,11,11.08,63,26.63,21/06/2010 09.51.06
Neo,1737,1736.91,58,3,821.6,3344,132,3605,11,11.08,63,26.68,21/06/2010 10.09.07
Neo,1738,1737.93,75.7,6,820,3342,169,8334,11,11.08,63,26.7,21/06/2010 10.10.10
Neo,1739,1738.92,79.7,7,822.3,3351,169,9612,11,11.08,63,26.72,21/06/2010 10.11.19
Neo,1740,1739.93,79.8,7,822,3347,167,8855,11,11.08,63,26.74,21/06/2010 10.12.31
Neo,1741,1740.92,97.8,8,821.7,3345,166,12085,11,11.08,63,26.75,21/06/2010 10.13.15
Neo,1742,1741.93,82,8,822.3,3352,166,11238,11,11.08,64,26.76,21/06/2010 10.14.07
Neo,1743,1742.94,79.8,8,846.6,3352,168,9143,11,11.08,64,26.78,21/06/2010 10.15.07
Neo,1744,1743.95,103.4,8,819.2,3331,169,11559,11,11.08,64,26.79,21/06/2010 10.15.45
Neo,1745,1744.93,111.9,8,819.7,3325,170,12477,11,11.08,64,26.8,21/06/2010 10.16.22
Neo,1746,1745.91,73.2,8,822.9,3349,169,10839,11,11.08,64,26.82,21/06/2010 10.17.16
Neo,1747,1746.94,87.5,7,821.6,3347,169,9462,11,11.08,64,26.83,21/06/2010 10.18.04
Neo,1748,1747.94,89.7,7,822.1,3343,169,10111,11,11.08,64,26.84,21/06/2010 10.18.55
Neo,1749,1748.93,91.6,8,820.4,3335,168,11114,11,11.08,64,26.86,21/06/2010 10.19.35
Neo,1750,1749.91,98.1,8,822.4,3348,168,12021,11,11.08,64,26.87,21/06/2010 10.20.13
Neo,1751,1750.95,89.5,9,821.8,3345,169,11674,11,11.08,64,26.88,21/06/2010 10.20.55
Neo,1752,1751.95,91.7,9,822.5,3347,170,12068,11,11.08,64,26.89,21/06/2010 10.21.35
Neo,1753,1752.94,102.6,9,824.7,3365,169,11831,11,11.08,64,26.9,21/06/2010 10.22.12
Neo,1754,1753.94,91.6,9,824.1,3357,168,10709,11,11.08,64,26.91,21/06/2010 10.23.08
Neo,1755,1754.93,79.1,8,823,3349,169,10706,11,11.08,64,26.93,21/06/2010 10.24.06
Neo,1756,1755.93,72.6,8,821.7,3337,170,10323,11,11.08,64,26.95,21/06/2010 10.25.01
Neo,1757,1756.92,64.5,8,822.3,3339,167,10893,11,11.08,64,26.96,21/06/2010 10.25.58
Neo,1758,1757.92,64.6,7,822.6,3341,169,9008,11,11.08,64,26.98,21/06/2010 10.27.02
Neo,1759,1758.92,67.8,8,822.7,3340,169,10201,11,11.08,64,26.99,21/06/2010 10.27.57
Neo,1760,1759.92,67.6,8,823.5,3341,169,10326,11,11.08,64,27.01,21/06/2010 10.28.52
Neo,1761,1760.92,58.2,8,822.3,3337,170,9675,11,11.08,64,27.03,21/06/2010 10.29.57
Neo,1762,1761.93,80.2,6,823.4,3346,169,8676,11,11.08,63,27.05,21/06/2010 10.30.59
Neo,1763,1762.91,96.5,7,822.3,3342,169,9182,11,11.08,63,27.06,21/06/2010 10.31.42
Neo,1764,1763.93,101,7,886.3,3345,169,10037,11,11.08,64,27.07,21/06/2010 10.32.19
Neo,1765,1764.9,93.5,8,822.8,3342,169,11378,11,11.08,64,27.08,21/06/2010 10.32.59
Neo,1766,1765.92,55.2,6,821.9,3325,143,6765,11,11.08,63,27.11,21/06/2010 10.47.57
Neo,1767,1766.9,63,5,874.4,3364,167,6012,11,11.08,63,27.14,21/06/2010 10.49.59
Neo,1768,1767.94,71.4,5,861.9,3380,169,7912,11,11.08,63,27.16,21/06/2010 10.51.05
Neo,1769,1768.95,95.6,6,824.1,3386,169,10697,11,11.08,63,27.17,21/06/2010 10.51.45
Neo,1770,1769.94,114.5,8,822.7,3379,168,11842,11,11.08,64,27.18,21/06/2010 10.52.18
Neo,1771,1770.94,100.2,5,826,3395,169,9122,11,11.08,64,27.19,21/06/2010 10.53.12
Neo,1772,1771.94,116.8,6,879.8,3385,169,10097,11,11.08,64,27.2,21/06/2010 10.53.45
Neo,1773,1772.93,121.1,6,824.6,3399,169,11700,11,11.08,64,27.21,21/06/2010 10.54.16
Neo,1774,1773.95,126,7,823.7,3391,168,12328,11,11.08,64,27.22,21/06/2010 10.54.46
Neo,1775,1774.9,140.6,8,821.5,3381,165,14052,11,11.08,64,27.23,21/06/2010 10.55.16
Neo,1776,1775.94,127.8,8,823,3381,169,12701,11,11.08,64,27.24,21/06/2010 10.55.45
Neo,1777,1776.94,119.6,9,824.4,3398,169,15136,11,11.08,64,27.25,21/06/2010 10.56.17
Neo,1778,1777.93,114.6,9,821.3,3380,168,14240,11,11.08,64,27.25,21/06/2010 10.56.49
Neo,1779,1778.93,118.5,8,824.5,3396,169,13624,11,11.08,64,27.26,21/06/2010 10.57.20
Neo,1780,1779.96,127,8,824.4,3397,169,12391,11,11.08,65,27.27,21/06/2010 10.57.50
Neo,1781,1780.95,125.2,8,824.1,3403,169,13221,11,11.08,64,27.28,21/06/2010 10.58.19
Neo,1782,1781.97,134,9,825.1,3411,168,13756,11,11.08,64,27.29,21/06/2010 10.58.47
Neo,1783,1782.95,115.6,8,824.8,3406,169,12060,11,11.08,64,27.3,21/06/2010 10.59.22
Neo,1784,1783.92,109.5,5,824.2,3405,170,9822,11,11.08,64,27.31,21/06/2010 11.00.19
Neo,1785,1784.94,102.5,6,823.9,3399,169,10696,11,11.08,64,27.32,21/06/2010 11.00.55
Neo,1786,1785.93,98.3,6,826.5,3415,169,9591,11,11.08,64,27.33,21/06/2010 11.01.32
Neo,1787,1786.95,109.1,7,824,3402,170,10252,11,11.08,64,27.34,21/06/2010 11.02.07
Neo,1788,1787.95,107.3,7,898.7,3421,170,10208,11,11.08,64,27.35,21/06/2010 11.02.41
Neo,1789,1788.94,107.7,7,823.1,3396,170,11019,11,11.08,64,27.36,21/06/2010 11.03.15
Neo,1790,1789.93,105.1,8,932,3410,170,11166,11,11.08,64,27.37,21/06/2010 11.03.50
Neo,1791,1790.9,107.9,7,823.9,3401,169,10836,11,11.08,64,27.38,21/06/2010 11.04.23
Neo,1792,1791.94,110.6,7,906,3407,170,10909,11,11.08,64,27.39,21/06/2010 11.04.57
Neo,1793,1792.95,108.3,7,825.4,3413,170,10793,11,11.08,64,27.4,21/06/2010 11.05.32
Neo,1794,1793.9,97.3,7,825.7,3411,170,9193,11,11.08,64,27.41,21/06/2010 11.06.11
Neo,1795,1794.93,105.2,2,829.2,3405,145,2998,11,11.08,64,27.46,21/06/2010 11.22.53
Neo,1796,1795.91,63,2,824,3405,159,4187,11,11.08,63,27.5,21/06/2010 11.24.54
Neo,1797,1796.9,82.9,4,823.9,3409,165,8115,11,11.08,63,27.51,21/06/2010 11.25.50
Neo,1798,1797.92,89.3,6,826.8,3426,164,11461,11,11.08,63,27.52,21/06/2010 11.26.32
Neo,1799,1798.93,92.9,8,859.3,3414,166,13166,11,11.08,64,27.53,21/06/2010 11.27.13
Neo,1800,1799.94,91.2,6,824,3418,165,9996,11,11.08,63,27.55,21/06/2010 11.28.11
Neo,1801,1800.94,97.8,6,826,3435,165,11303,11,11.08,63,27.56,21/06/2010 11.28.49
Neo,1802,1801.93,103.7,8,827.5,3450,165,12922,11,11.08,64,27.57,21/06/2010 11.29.25
Neo,1803,1802.95,86.7,7,824,3429,166,10848,11,11.08,63,27.58,21/06/2010 11.30.14
Neo,1804,1803.93,120.8,7,827.5,3447,165,12728,11,11.08,64,27.59,21/06/2010 11.30.46
Neo,1805,1804.9,71,3,825.4,3435,167,5851,11,11.08,63,27.62,21/06/2010 11.32.26
Neo,1806,1805.93,82.2,4,825.6,3440,166,6415,11,11.08,64,27.64,21/06/2010 11.33.45
Neo,1807,1806.92,88,6,824.6,3439,161,11806,11,11.08,64,27.66,21/06/2010 11.34.40
Neo,1808,1807.94,91.9,5,825.8,3447,166,10241,11,11.08,64,27.67,21/06/2010 11.35.25
Neo,1809,1808.95,102.5,10,826.4,3445,165,11516,11,11.08,65,27.68,21/06/2010 11.36.02
Neo,1810,1809.93,93.5,12,915,3449,163,11069,11,11.08,64,27.71,21/06/2010 11.37.51
Neo,1811,1810.94,88.7,9,916.9,3434,166,9454,11,11.08,64,27.72,21/06/2010 11.38.35
Neo,1812,1811.95,95.4,12,923.5,3447,165,14460,11,11.08,64,27.73,21/06/2010 11.39.14
Neo,1813,1812.92,102.4,12,881.2,3428,165,13003,11,11.08,64,27.75,21/06/2010 11.40.01
Neo,1814,1813.93,59.5,13,866.4,3444,161,11363,11,11.08,64,27.77,21/06/2010 11.41.16
Neo,1815,1814.9,80.1,10,1040.2,3432,166,8001,11,11.08,64,27.79,21/06/2010 11.42.43
Neo,1816,1815.91,87.6,12,912,3423,165,12537,11,11.08,64,27.81,21/06/2010 11.43.35
Neo,1817,1816.94,84.3,11,958.7,3438,166,8964,11,11.08,64,27.82,21/06/2010 11.44.25
Neo,1818,1817.95,92.9,11,1067.3,3426,165,12816,11,11.08,64,27.83,21/06/2010 11.45.06
Neo,1819,1818.92,113.7,12,826.3,3428,165,13241,11,11.08,64,27.84,21/06/2010 11.45.39
Neo,1820,1819.91,98.3,12,876.2,3424,166,11129,11,11.08,64,27.85,21/06/2010 11.46.20
Neo,1821,1820.92,95.1,13,881.1,3425,165,11898,11,11.08,64,27.86,21/06/2010 11.46.58
Neo,1822,1821.93,80.1,14,1130.5,3431,165,14462,11,11.08,64,27.88,21/06/2010 11.47.56
Neo,1823,1822.93,84.4,12,908.6,3420,165,13576,11,11.08,64,27.89,21/06/2010 11.48.41
Neo,1824,1823.95,86.3,12,1017.3,3425,155,12362,11,11.08,64,27.91,21/06/2010 12.05.39
Neo,1825,1824.95,138.2,6,873.9,3545,161,8297,11,11.08,64,27.92,21/06/2010 12.06.10
Neo,1826,1825.94,117.6,12,847.2,3544,171,16517,11,11.08,64,27.93,21/06/2010 12.06.42
Neo,1827,1826.92,94,11,846.4,3554,169,11124,11,11.08,64,27.94,21/06/2010 12.07.40
Neo,1828,1827.91,95.4,11,886.8,3550,172,10774,11,11.08,64,27.96,21/06/2010 12.08.43
Neo,1829,1828.91,95,11,872.8,3549,173,10926,11,11.08,64,27.98,21/06/2010 12.09.38
Neo,1830,1829.92,69.4,10,842.5,3555,172,9865,11,11.08,64,27.99,21/06/2010 12.10.33
Neo,1831,1830.93,82.1,11,843,3563,172,11089,11,11.08,64,28.01,21/06/2010 12.11.28
Neo,1832,1831.94,101.5,11,842.7,3564,172,12109,11,11.08,64,28.02,21/06/2010 12.12.06
Neo,1833,1832.9,103.7,12,841.4,3556,172,11966,11,11.08,64,28.03,21/06/2010 12.12.42
Neo,1834,1833.94,103.2,12,843.1,3559,172,11734,11,11.08,64,28.04,21/06/2010 12.13.19
Neo,1835,1834.93,100.8,11,844.5,3574,172,10278,11,11.08,65,28.05,21/06/2010 12.13.56
Neo,1836,1835.93,94.6,11,842.9,3564,172,11443,11,11.08,65,28.06,21/06/2010 12.14.35
Neo,1837,1836.93,96.2,11,844.8,3576,172,10285,11,11.08,65,28.07,21/06/2010 12.15.17
Neo,1838,1837.91,82,11,865.8,3569,172,11062,11,11.08,65,28.09,21/06/2010 12.16.12
Neo,1839,1838.91,58.3,9,843.2,3564,173,8863,11,11.08,64,28.1,21/06/2010 12.17.17
Neo,1840,1839.92,72.4,10,845.1,3585,172,9470,11,11.08,65,28.12,21/06/2010 12.18.12
Neo,1841,1840.92,71.2,8,831,3478,164,6056,11,11.08,64,28.16,21/06/2010 12.26.16
Neo,1842,1841.93,71.3,11,819.5,3394,165,9629,11,11.08,63,28.18,21/06/2010 12.27.16
Neo,1843,1842.92,60.8,12,819.8,3398,165,11580,11,11.08,64,28.2,21/06/2010 12.28.39
Neo,1844,1843.92,60.5,10,820.5,3399,165,9777,11,11.08,64,28.22,21/06/2010 12.29.41
Neo,1845,1844.92,71.4,8,818.6,3391,166,7683,11,11.08,64,28.24,21/06/2010 12.31.06
Neo,1846,1845.92,71.7,11,819.5,3396,165,13692,11,11.08,64,28.25,21/06/2010 12.31.57
Neo,1847,1846.93,75.3,11,820.5,3391,165,9859,11,11.08,64,28.27,21/06/2010 12.32.46
Neo,1848,1847.91,75.4,11,823.2,3396,165,9873,11,11.08,64,28.28,21/06/2010 12.33.34
Neo,1849,1848.91,71,9,909.3,3395,167,6426,11,11.08,64,28.32,21/06/2010 12.35.47
Neo,1850,1849.92,76.2,11,899,3393,165,11300,11,11.08,64,28.33,21/06/2010 12.36.36
Neo,1851,1850.92,67.8,11,890.9,3402,165,10535,11,11.08,64,28.35,21/06/2010 12.37.47
Neo,1852,1851.91,43,8,970.6,3407,166,6251,11,11.08,63,28.38,21/06/2010 12.39.32
Neo,1853,1852.92,56.3,8,851.9,3315,151,5382,11,11.08,63,28.44,21/06/2010 13.02.12
Neo,1854,1853.93,70,9,881,3535,159,8194,11,11.08,64,28.46,21/06/2010 13.03.26
Neo,1855,1854.93,89.7,11,1010.5,3457,167,13414,11,11.08,64,28.47,21/06/2010 13.04.11
Neo,1856,1855.91,72.6,12,931.1,3477,167,14937,11,11.08,64,28.49,21/06/2010 13.05.09
Neo,1857,1856.92,84.5,11,1033.2,3488,167,12537,11,11.08,64,28.5,21/06/2010 13.05.58
Neo,1858,1857.93,89.3,11,878.7,3482,167,14097,11,11.08,64,28.51,21/06/2010 13.06.40
Neo,1859,1858.9,82.2,11,972.4,3480,167,13314,11,11.08,64,28.53,21/06/2010 13.07.41
Neo,1860,1859.91,83.7,11,936.8,3488,167,12951,11,11.08,64,28.54,21/06/2010 13.08.36
Neo,1861,1860.92,88.8,11,931.1,3497,167,12234,11,11.08,64,28.55,21/06/2010 13.09.18
Neo,1862,1861.93,109.8,11,829.6,3489,167,12811,11,11.08,64,28.57,21/06/2010 13.10.05
Neo,1863,1862.9,77.3,13,857.8,3499,167,12449,11,11.08,64,28.59,21/06/2010 13.11.27
Neo,1864,1863.94,87.4,10,833.2,3508,163,10716,11,11.08,64,28.61,21/06/2010 13.12.54
Neo,1865,1864.92,85,11,834.2,3509,165,14040,11,11.08,64,28.63,21/06/2010 13.13.40
Neo,1866,1865.93,83.6,11,833.3,3504,165,13411,11,11.08,64,28.64,21/06/2010 13.14.29
Neo,1867,1866.92,63.9,10,834.3,3516,165,11526,11,11.08,65,28.66,21/06/2010 13.15.31
Neo,1868,1867.93,86.5,10,834.7,3527,165,11878,11,11.08,64,28.67,21/06/2010 13.16.24
Neo,1869,1868.92,90.5,10,834.9,3523,165,11257,11,11.08,64,28.69,21/06/2010 13.17.09
Neo,1870,1869.9,110.9,10,835.1,3534,165,12644,11,11.08,64,28.7,21/06/2010 13.17.46
Neo,1871,1870.96,114.2,8,835.9,3538,165,9420,11,11.08,65,28.72,21/06/2010 13.19.03
Neo,1872,1871.94,113.3,11,835,3531,165,14160,11,11.08,64,28.73,21/06/2010 13.19.35
Neo,1873,1872.92,102.3,10,835.1,3537,165,12606,11,11.08,64,28.74,21/06/2010 13.20.16
Neo,1874,1873.93,82.3,10,834.9,3535,166,10267,11,11.08,64,28.75,21/06/2010 13.21.01
Neo,1875,1874.94,90.4,9,836.7,3544,165,10513,11,11.08,64,28.76,21/06/2010 13.21.51
Neo,1876,1875.9,90.6,11,836,3550,164,11245,11,11.08,65,28.77,21/06/2010 13.22.31
Neo,1877,1876.93,89.6,11,835.2,3536,165,11639,11,11.08,65,28.79,21/06/2010 13.23.12
Neo,1878,1877.93,88.4,11,835.6,3538,165,11123,11,11.08,64,28.8,21/06/2010 13.23.55
Neo,1879,1878.93,88.2,10,837.3,3547,165,10786,11,11.08,64,28.81,21/06/2010 13.24.39
Neo,1880,1879.91,160.8,8,830.6,3510,150,7044,11,11.08,64,28.89,21/06/2010 13.50.16
Neo,1881,1880.89,62.6,8,815,3416,166,6782,11,11.08,63,28.91,21/06/2010 13.51.28
Neo,1882,1881.93,74.5,7,855.9,3408,167,6289,11,11.08,63,28.93,21/06/2010 13.52.52
Neo,1883,1882.94,73.3,9,817,3424,166,8667,11,11.08,64,28.94,21/06/2010 13.53.44
Neo,1884,1883.9,102.4,9,826.6,3428,166,8973,11,11.08,63,28.96,21/06/2010 13.54.49
Neo,1885,1884.93,77.3,8,857.1,3422,167,7524,11,11.08,63,28.98,21/06/2010 13.55.48
Neo,1886,1885.91,84.6,9,815.4,3419,166,8806,11,11.08,63,28.99,21/06/2010 13.56.40
Neo,1887,1886.91,84.6,10,816.9,3424,165,10831,11,11.08,63,29.01,21/06/2010 13.57.26
Neo,1888,1887.93,108.9,11,815.9,3421,165,10820,11,11.08,63,29.02,21/06/2010 13.58.30
Neo,1889,1888.92,98.6,9,816.1,3421,166,10269,11,11.08,64,29.03,21/06/2010 13.59.07
Neo,1890,1889.94,97.4,10,815.5,3415,165,11414,11,11.08,63,29.05,21/06/2010 13.59.45
Neo,1891,1890.94,85.8,8,816.3,3427,167,8420,11,11.08,63,29.06,21/06/2010 14.00.38
Neo,1892,1891.93,97.3,8,815.2,3420,166,9159,11,11.08,64,29.08,21/06/2010 14.01.48
Neo,1893,1892.92,67,10,848.3,3436,164,11205,11,11.08,64,29.1,21/06/2010 14.03.07
Neo,1894,1893.92,83.7,9,855.3,3438,166,11935,11,11.08,64,29.11,21/06/2010 14.03.53
Neo,1895,1894.93,87.5,10,902.5,3430,165,14442,11,11.08,64,29.13,21/06/2010 14.04.35
Neo,1896,1895.92,98.1,10,818.2,3452,165,14690,11,11.08,64,29.14,21/06/2010 14.05.16
Neo,1897,1896.94,102.3,10,815.9,3442,165,15467,11,11.08,64,29.15,21/06/2010 14.05.53
Neo,1898,1897.91,89.4,10,816.2,3440,165,14544,11,11.08,64,29.16,21/06/2010 14.06.35
Neo,1899,1898.93,85.8,10,815.9,3438,165,12936,11,11.08,64,29.17,21/06/2010 14.07.20
Neo,1900,1899.94,81.7,11,816.4,3447,165,12879,11,11.08,64,29.18,21/06/2010 14.08.06
Neo,1901,1900.92,93.3,11,817.9,3448,166,12127,11,11.08,64,29.2,21/06/2010 14.08.46
Neo,1902,1901.95,98.1,11,816.2,3447,166,13094,11,11.08,64,29.21,21/06/2010 14.09.26
Neo,1903,1902.93,101.1,12,816.1,3448,166,17016,11,11.08,64,29.22,21/06/2010 14.10.01
Neo,1904,1903.92,104.4,11,818,3457,168,15770,11,11.08,64,29.23,21/06/2010 14.10.38
Neo,1905,1904.92,98.7,11,818.4,3459,168,15591,11,11.08,64,29.24,21/06/2010 14.11.16
Neo,1906,1905.94,92,11,815.5,3445,168,13996,11,11.08,64,29.25,21/06/2010 14.11.56
Neo,1907,1906.93,84.4,10,818.7,3452,168,10665,11,11.08,64,29.26,21/06/2010 14.12.40
Neo,1908,1907.92,73.5,8,887.2,3489,158,6899,11,11.08,64,29.29,21/06/2010 14.34.40
Neo,1909,1908.92,64.6,7,834.3,3539,160,9049,11,11.08,64,29.3,21/06/2010 14.35.38
Neo,1910,1909.9,75.3,8,833.4,3532,159,8901,11,11.08,64,29.33,21/06/2010 14.37.10
Neo,1911,1910.92,82,7,854.2,3520,161,7103,11,11.08,64,29.35,21/06/2010 14.38.16
Neo,1912,1911.92,82.1,8,863.1,3532,162,8900,11,11.08,64,29.36,21/06/2010 14.39.05
Neo,1913,1912.95,129.8,8,848.3,3525,162,7917,11,11.08,64,29.38,21/06/2010 14.40.04
Neo,1914,1913.92,82.7,8,883,3521,162,8653,11,11.08,64,29.39,21/06/2010 14.40.57
Neo,1915,1914.94,93,9,867.9,3537,162,10457,11,11.08,64,29.4,21/06/2010 14.41.40
Neo,1916,1915.93,104.3,10,835,3544,161,12022,11,11.08,64,29.41,21/06/2010 14.42.15
Neo,1917,1916.93,113.3,10,834.4,3544,161,12177,11,11.08,64,29.42,21/06/2010 14.42.48
Neo,1918,1917.93,121,10,945.5,3533,161,11812,11,11.08,64,29.43,21/06/2010 14.43.25
Neo,1919,1918.95,112,9,834.3,3519,160,11452,11,11.08,64,29.44,21/06/2010 14.43.59
Neo,1920,1919.96,121.4,10,897.2,3542,160,13280,11,11.08,64,29.45,21/06/2010 14.44.30
Neo,1921,1920.97,127.2,10,923.9,3543,160,14115,11,11.08,64,29.46,21/06/2010 14.44.59
Neo,1922,1921.94,131.9,10,837,3556,160,14459,11,11.08,65,29.46,21/06/2010 14.45.26
Neo,1923,1922.93,92.1,9,904,3538,159,10849,11,11.08,64,29.49,21/06/2010 14.46.37
Neo,1924,1923.93,74,11,909.5,3545,159,13476,11,11.08,64,29.5,21/06/2010 14.47.46
Neo,1925,1924.94,109.3,9,835.2,3544,161,11674,11,11.08,64,29.51,21/06/2010 14.48.25
Neo,1926,1925.92,112.3,11,876.9,3555,161,13493,11,11.08,64,29.53,21/06/2010 14.49.24
Neo,1927,1926.93,79.3,10,835.7,3546,162,11741,11,11.08,64,29.54,21/06/2010 14.50.15
Neo,1928,1927.93,57.6,13,870.4,3553,158,11813,11,11.08,64,29.59,21/06/2010 14.52.40
Neo,1929,1928.92,85,9,834.4,3551,162,12250,11,11.08,64,29.6,21/06/2010 14.53.39
Neo,1930,1929.93,86.1,9,869.6,3562,161,12279,11,11.08,65,29.62,21/06/2010 14.54.28
Neo,1931,1930.93,90.5,10,877.6,3536,161,15362,11,11.08,65,29.63,21/06/2010 14.55.09
Neo,1932,1931.92,80.2,8,864.1,3566,162,8695,11,11.08,65,29.66,21/06/2010 14.57.01
Neo,1933,1932.92,71.1,8,1075.4,3557,162,7947,11,11.08,64,29.68,21/06/2010 14.58.30
Neo,1934,1933.91,69.6,9,903.5,3547,161,10500,11,11.08,64,29.7,21/06/2010 14.59.27
Neo,1935,1934.91,53.3,8,915.7,3556,162,8212,11,11.08,64,29.72,21/06/2010 15.00.39
Neo,1936,1935.91,47.5,11,960.3,3559,161,10894,11,11.08,64,29.75,21/06/2010 15.02.28
Neo,1937,1936.92,57.4,8,944.3,3564,152,9126,11,11.08,64,29.78,21/06/2010 15.29.34
Neo,1938,1937.91,89.9,6,815.9,3464,152,8957,11,11.08,62,29.79,21/06/2010 15.30.22
Neo,1939,1938.92,75.6,10,853,3459,155,15253,11,11.08,63,29.81,21/06/2010 15.31.18
Neo,1940,1939.91,87.1,10,816.8,3476,164,15125,11,11.08,63,29.82,21/06/2010 15.32.05
Neo,1941,1940.93,77.7,9,826.6,3485,166,11325,11,11.08,63,29.84,21/06/2010 15.33.27
Neo,1942,1941.92,97.8,7,827.8,3496,164,10996,11,11.08,63,29.86,21/06/2010 15.34.46
Neo,1943,1942.9,93,10,881.4,3477,163,12906,11,11.08,63,29.88,21/06/2010 15.35.40
Neo,1944,1943.92,75.8,9,817.1,3479,163,11750,11,11.08,63,29.9,21/06/2010 15.37.01
Neo,1945,1944.91,78.1,9,817,3486,163,12851,11,11.08,63,29.91,21/06/2010 15.37.51
Neo,1946,1945.92,98.7,9,872.5,3484,163,12560,11,11.08,63,29.93,21/06/2010 15.38.42
Neo,1947,1946.93,105.7,10,818,3488,164,10360,11,11.08,63,29.96,21/06/2010 15.40.26
Neo,1948,1947.92,89.5,9,857.6,3472,163,13548,11,11.08,63,29.97,21/06/2010 15.41.14
Neo,1949,1948.93,80.7,10,856.1,3479,163,13669,11,11.08,63,29.98,21/06/2010 15.42.00
Neo,1950,1949.92,82.5,10,897.4,3493,162,15757,11,11.08,63,30,21/06/2010 15.42.44
Neo,1951,1950.91,89.7,9,818.1,3489,163,14175,11,11.08,64,30.01,21/06/2010 15.43.31
Neo,1952,1951.91,66.4,9,872.7,3492,163,10943,11,11.08,63,30.03,21/06/2010 15.44.46
Neo,1953,1952.91,67.1,10,861.2,3476,164,12265,11,11.08,63,30.05,21/06/2010 15.46.08
Neo,1954,1953.91,74.7,9,816.5,3464,163,11782,11,11.08,63,30.07,21/06/2010 15.47.04
Neo,1955,1954.92,82.7,9,820,3489,163,10993,11,11.08,64,30.08,21/06/2010 15.47.51
Neo,1956,1955.91,80.8,7,819.2,3489,165,6381,11,11.08,63,30.12,21/06/2010 15.49.58
Neo,1957,1956.93,57.8,7,868.7,3472,165,6633,11,11.08,64,30.14,21/06/2010 15.51.23
