Formation,TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb.ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Seno,428,428.01,33.3,3,514.3,818,70,1915,10.4,10.401,44,0.01,19/06/2010 07.12.15
Seno,429,429.01,39.3,4,428.8,554,79,2383,10.4,10.403,40,0.05,19/06/2010 07.14.23
Seno,430,430,26.7,3,442.7,547,79,2499,10.4,10.405,40,0.09,19/06/2010 07.16.43
Seno,431,430.99,29.1,5,604.9,1259,82,1080,10.4,10.407,48,0.2,19/06/2010 09.04.13
Seno,432,432,40.8,10,782.1,1846,92,3106,10.4,10.409,58,0.23,19/06/2010 09.05.52
Seno,433,433,41.1,7,789.9,1874,91,3528,10.4,10.411,58,0.27,19/06/2010 09.08.41
Seno,434,434,51.9,9,822.4,2027,90,4450,10.4,10.409,60,0.3,19/06/2010 09.10.16
Seno,435,435.01,51.8,10,822.7,2036,90,4238,10.4,10.412,60,0.32,19/06/2010 09.11.32
Seno,436,436,56.2,10,822.8,2043,90,3579,10.4,10.408,60,0.34,19/06/2010 09.12.40
Seno,437,437,60.6,10,823.3,2057,90,3857,10.4,10.409,60,0.36,19/06/2010 09.13.42
Seno,438,438.01,61.7,10,822.5,2051,90,3002,10.4,10.416,60,0.37,19/06/2010 09.14.43
Seno,439,439,57.7,10,823.1,2053,90,3577,10.4,10.405,60,0.39,19/06/2010 09.15.49
Seno,440,440,66.2,9,822.3,2060,91,2079,10.4,10.405,60,0.41,19/06/2010 09.16.45
Seno,441,441.01,63.3,10,822.1,2056,90,3050,10.4,10.405,60,0.43,19/06/2010 09.18.22
Seno,442,442,54.1,8,822.5,2053,91,2110,10.4,10.405,60,0.46,19/06/2010 09.19.44
Seno,443,443,52.1,7,819,2043,82,784,10.4,10.406,60,0.49,19/06/2010 09.40.27
Seno,444,444.02,76.6,2,813.4,2024,97,3594,10.4,10.405,59,0.51,19/06/2010 09.41.27
Seno,445,445.02,86.9,6,812.9,2021,99,4415,10.4,10.404,59,0.52,19/06/2010 09.42.12
Seno,446,446.03,109.8,6,812.6,2024,99,6286,10.4,10.408,59,0.53,19/06/2010 09.42.49
Seno,447,447.03,107.3,5,812.2,2022,99,6629,10.4,10.41,59,0.54,19/06/2010 09.43.24
Seno,448,448.01,78.4,7,814.3,2032,136,5641,10.4,10.408,59,0.56,19/06/2010 09.44.21
Seno,449,449.01,63.2,9,812.7,2024,143,5118,10.4,10.408,59,0.57,19/06/2010 09.45.19
Seno,450,450,62.9,10,815.4,2030,142,6407,10.4,10.409,60,0.6,19/06/2010 09.46.38
Seno,451,451,86.2,9,812.6,2022,142,3838,10.4,10.412,60,0.61,19/06/2010 09.47.31
Seno,452,451.99,91.3,8,815.6,2035,142,5640,10.4,10.405,62,0.62,19/06/2010 09.48.22
Seno,453,452.99,68.1,9,813.9,2028,145,4360,10.4,10.408,60,0.64,19/06/2010 09.49.29
Seno,454,454.02,79.4,7,813.4,2026,149,5622,10.4,10.405,60,0.66,19/06/2010 09.50.26
Seno,455,455.01,85.8,7,816,2037,148,7357,10.4,10.407,60,0.67,19/06/2010 09.51.17
Seno,456,456.01,91.9,7,815.4,2034,149,4386,10.4,10.418,60,0.68,19/06/2010 09.52.01
Seno,457,457.03,97.6,4,815.3,2032,150,3820,10.4,10.406,60,0.7,19/06/2010 09.52.39
Seno,458,458.01,80.1,7,815.3,2029,149,8023,10.4,10.423,60,0.71,19/06/2010 09.53.34
Seno,459,459.02,92.9,6,816.3,2036,149,5707,10.4,10.424,60,0.72,19/06/2010 09.54.15
Seno,460,460.02,82.1,7,815.1,2032,148,8778,10.4,10.398,60,0.73,19/06/2010 09.55.07
Seno,461,461.01,101.6,5,815.2,2035,149,5709,10.4,10.405,60,0.75,19/06/2010 09.55.47
Seno,462,461.98,81.6,6,813.8,2025,149,6718,10.4,10.406,60,0.76,19/06/2010 09.56.41
Seno,463,463,66.6,6,815.6,2035,150,3827,10.4,10.403,60,0.78,19/06/2010 09.57.48
Seno,464,464.01,66.5,2,800.4,1989,142,2622,10.4,10.403,59,0.82,19/06/2010 10.06.48
Seno,465,465.01,83.8,5,816.1,2031,147,3978,10.4,10.404,60,0.83,19/06/2010 10.07.34
Seno,466,465.98,84.9,6,815.8,2031,147,4109,10.4,10.405,60,0.84,19/06/2010 10.08.27
Seno,467,467.01,60.5,7,815.5,2031,143,6267,10.4,10.414,60,0.88,19/06/2010 10.18.16
Seno,468,468,83.5,3,814.1,2031,151,2735,10.4,10.392,60,0.89,19/06/2010 10.19.03
Seno,469,469.01,86.1,4,813.6,2031,150,2746,10.4,10.388,60,0.91,19/06/2010 10.19.47
Seno,470,470,86.6,5,815.2,2037,150,3977,10.4,10.401,60,0.92,19/06/2010 10.20.33
Seno,471,470.98,68.2,5,816.3,2044,150,2654,10.4,10.397,60,0.94,19/06/2010 10.21.37
Seno,472,471.99,47.7,4,818.7,2058,137,5125,10.4,10.396,60,0.97,19/06/2010 10.51.28
Seno,473,473.01,74,1,823.6,2093,137,8523,10.4,10.398,60,0.99,19/06/2010 10.52.39
Seno,474,474.01,83.1,0,824.4,2099,137,4929,10.4,10.397,60,1,19/06/2010 10.53.24
Seno,475,474.99,49.1,2,822.8,2092,143,5246,10.4,10.396,60,1.03,19/06/2010 10.54.49
Seno,476,475.98,53.6,4,821.6,2089,144,8312,10.4,10.396,60,1.05,19/06/2010 10.56.24
Seno,477,477,49.4,8,824.4,2105,144,8647,10.4,10.395,60,1.08,19/06/2010 10.57.58
Seno,478,477.99,75.9,7,823.9,2103,144,6674,10.4,10.396,60,1.1,19/06/2010 10.59.31
Seno,479,479,60.9,6,825.9,2111,144,6550,10.4,10.396,60,1.14,19/06/2010 11.01.26
Seno,480,480,85.3,4,824.5,2106,144,6512,10.4,10.395,60,1.15,19/06/2010 11.02.19
Seno,481,480.99,61.9,9,825.2,2108,147,10135,10.4,10.393,60,1.17,19/06/2010 11.03.37
Seno,482,482,55.4,8,825.6,2109,148,9619,10.4,10.396,60,1.19,19/06/2010 11.04.46
Seno,483,483,64.5,7,825.4,2107,150,7317,10.4,10.394,60,1.21,19/06/2010 11.05.47
Seno,484,484,71.2,6,825.3,2114,150,5671,10.4,10.391,60,1.22,19/06/2010 11.06.40
Seno,485,485,74.7,7,825.4,2114,149,7386,10.4,10.392,61,1.24,19/06/2010 11.07.43
Seno,486,485.98,82.2,9,826.7,2121,150,6405,10.4,10.394,60,1.26,19/06/2010 11.09.00
Seno,487,486.99,64.5,12,825.2,2112,149,7034,10.4,10.392,60,1.28,19/06/2010 11.10.06
Seno,488,487.99,64.8,13,827.1,2123,149,8745,10.4,10.395,60,1.3,19/06/2010 11.11.25
Seno,489,488.99,44,15,827.9,2127,148,11353,10.4,10.392,60,1.33,19/06/2010 11.12.48
Seno,490,489.99,44.1,14,826.3,2120,148,11099,10.4,10.393,60,1.35,19/06/2010 11.14.12
Seno,491,491,77.2,10,826.3,2117,150,5775,10.4,10.394,61,1.36,19/06/2010 11.15.08
Seno,492,491.97,82.7,10,827.5,2127,146,8025,10.4,10.392,61,1.38,19/06/2010 11.16.05
Seno,493,492.98,46.8,14,826.4,2119,137,9896,10.4,10.398,60,1.41,19/06/2010 11.17.37
Seno,494,493.98,56.1,11,827.8,2126,138,6581,10.4,10.413,61,1.43,19/06/2010 11.19.13
Seno,495,494.98,25.4,15,826.4,2118,136,10252,10.4,10.41,61,1.48,19/06/2010 11.21.50
Seno,496,496,62.4,11,827.9,2123,137,6848,10.4,10.412,61,1.5,19/06/2010 11.23.21
Seno,497,497,64.9,10,828,2122,135,6088,10.4,10.41,61,1.52,19/06/2010 11.24.46
Seno,498,498.01,72.1,6,827.7,2122,127,2537,10.4,10.407,60,1.54,19/06/2010 11.25.39
Seno,499,498.98,61.8,7,827.6,2122,139,3200,10.4,10.412,61,1.56,19/06/2010 11.26.41
Seno,500,499.98,33.7,14,826.4,2116,147,9594,10.4,10.413,61,1.59,19/06/2010 11.28.55
Seno,501,500.98,27.3,7,818.8,2085,125,5180,10.4,10.411,60,1.65,19/06/2010 11.44.19
Seno,502,501.98,28.5,14,818.5,2087,136,8534,10.4,10.41,60,1.7,19/06/2010 11.47.29
Seno,503,502.99,41.5,12,817.4,2086,133,6666,10.4,10.41,60,1.74,19/06/2010 11.49.31
Seno,504,503.99,63.7,11,818.3,2091,143,6140,10.4,10.41,60,1.75,19/06/2010 11.50.32
Seno,505,504.98,64.9,10,819.7,2101,145,5100,10.4,10.41,60,1.77,19/06/2010 11.51.33
Seno,506,505.97,71.7,11,820.9,2111,145,5516,10.4,10.409,60,1.79,19/06/2010 11.52.33
Seno,507,506.98,80.1,11,818.5,2096,145,5585,10.4,10.408,60,1.8,19/06/2010 11.53.21
Seno,508,507.99,58.5,16,818.4,2099,145,6971,10.4,10.409,60,1.83,19/06/2010 11.54.58
Seno,509,508.98,80.7,11,820,2105,146,3872,10.4,10.408,60,1.84,19/06/2010 11.55.57
Seno,510,509.99,53.5,13,820.1,2107,146,3698,10.4,10.41,60,1.87,19/06/2010 11.57.22
Seno,511,510.99,66.2,14,818,2098,145,5446,10.4,10.41,60,1.88,19/06/2010 11.58.27
Seno,512,512,54.6,14,820.4,2110,146,3738,10.4,10.409,60,1.91,19/06/2010 11.59.41
Seno,513,513,66.1,13,819.4,2105,146,4035,10.4,10.408,60,1.92,19/06/2010 12.00.39
Seno,514,514.01,77.3,14,820.1,2109,145,5369,10.4,10.409,60,1.94,19/06/2010 12.01.34
Seno,515,514.99,75,14,819.2,2102,144,8610,10.4,10.409,60,1.96,19/06/2010 12.02.48
Seno,516,515.98,35.7,15,820,2099,97,11889,10.4,10.409,60,1.99,19/06/2010 12.04.45
Seno,517,516.98,48.6,13,820.8,2099,114,10005,10.4,10.41,60,2.02,19/06/2010 12.06.39
Seno,518,517.98,43,13,820.9,2100,96,9293,10.4,10.409,60,2.06,19/06/2010 12.08.47
Seno,519,518.98,26.4,15,821.5,2101,79,10770,10.4,10.408,60,2.1,19/06/2010 12.11.16
Seno,520,519.98,25.4,14,821,2098,83,10266,10.4,10.408,60,2.14,19/06/2010 12.14.01
Seno,521,520.99,32.4,13,821.9,2102,80,9154,10.4,10.406,60,2.18,19/06/2010 12.16.28
Seno,522,521.97,45.7,12,821.1,2099,81,6199,10.4,10.405,60,2.21,19/06/2010 12.18.01
Seno,523,522.98,11.5,16,821.6,2099,77,9999,10.4,10.406,61,2.3,19/06/2010 12.23.34
Seno,524,523.97,14.3,16,821.9,2096,77,10384,10.4,10.406,61,2.38,19/06/2010 12.28.07
Seno,525,524.97,22.1,13,822,2094,83,10557,10.4,10.404,60,2.49,19/06/2010 12.34.55
Seno,526,525.97,16.2,16,822.2,2093,83,11021,10.4,10.408,60,2.56,19/06/2010 12.38.53
Seno,527,526.98,42.2,12,823.3,2100,82,7888,10.4,10.408,60,2.59,19/06/2010 12.40.47
Seno,528,527.98,50.3,12,821.9,2097,99,6974,10.4,10.414,61,2.61,19/06/2010 12.42.05
Seno,529,529.01,96,10,802.3,1982,101,6619,10.4,10.403,59,2.66,19/06/2010 13.03.34
Seno,530,529.98,30.7,4,814.8,2062,115,9408,10.4,10.402,60,2.7,19/06/2010 13.06.03
Seno,531,530.99,71.8,6,823.8,2124,90,9121,10.4,10.403,60,2.72,19/06/2010 13.07.43
Seno,532,532.01,91.3,4,821.3,2109,115,8617,10.4,10.401,60,2.74,19/06/2010 13.08.28
Seno,533,532.99,52,8,823.8,2128,88,8267,10.4,10.402,60,2.76,19/06/2010 13.09.53
Seno,534,533.97,55.4,13,823.1,2128,103,9558,10.4,10.403,60,2.79,19/06/2010 13.11.30
Seno,535,534.97,65.2,11,823.6,2131,112,6899,10.4,10.402,60,2.82,19/06/2010 13.13.20
Seno,536,535.97,33.7,14,824.1,2133,110,9179,10.4,10.403,60,2.87,19/06/2010 13.16.35
Seno,537,536.97,63.4,13,825.5,2137,107,10468,10.4,10.402,61,2.89,19/06/2010 13.17.44
Seno,538,537.99,70,14,823.6,2131,115,9383,10.4,10.401,60,2.91,19/06/2010 13.18.49
Seno,539,538.97,80.6,13,824.3,2134,118,9722,10.4,10.401,61,2.93,19/06/2010 13.20.14
Seno,540,540,53.2,12,824.6,2134,109,9153,10.4,10.401,60,2.98,19/06/2010 13.23.03
Seno,541,540.97,81.5,9,822.2,2123,129,6706,10.4,10.402,60,2.99,19/06/2010 13.23.53
Seno,542,541.97,18.1,13,824.8,2135,99,8480,10.4,10.4,61,3.07,19/06/2010 13.28.19
Seno,543,542.98,64.5,11,824.4,2133,108,7815,10.4,10.4,61,3.11,19/06/2010 13.30.54
Seno,544,543.97,80,10,825.9,2144,129,7545,10.4,10.399,61,3.13,19/06/2010 13.31.55
Seno,545,544.98,22,15,824.2,2129,111,10437,10.4,10.398,61,3.18,19/06/2010 13.34.56
Seno,546,545.97,19.6,15,823.4,2123,95,10490,10.4,10.397,60,3.25,19/06/2010 13.38.58
Seno,547,546.96,36.7,14,824.1,2133,94,10081,10.4,10.396,60,3.29,19/06/2010 13.41.49
Seno,548,547.99,44.5,11,825.1,2134,96,7436,10.4,10.397,61,3.32,19/06/2010 13.43.23
Seno,549,548.97,64.7,9,823.6,2127,117,7927,10.4,10.397,61,3.34,19/06/2010 13.44.32
Seno,550,549.98,31.8,14,826.4,2141,87,11667,10.4,10.397,61,3.38,19/06/2010 13.47.05
Seno,551,550.99,43.4,13,824.2,2128,84,9686,10.4,10.397,61,3.41,19/06/2010 13.48.45
Seno,552,551.98,50.9,13,825.1,2128,84,11135,10.4,10.397,61,3.43,19/06/2010 13.50.02
Seno,553,552.97,55.8,13,824.8,2130,83,11970,10.4,10.395,61,3.45,19/06/2010 13.51.14
Seno,554,553.97,53.5,14,824.6,2131,83,13104,10.4,10.4,61,3.47,19/06/2010 13.52.24
Seno,555,554.98,50.6,15,824.7,2127,83,12732,10.4,10.394,61,3.49,19/06/2010 13.53.36
Seno,556,555.97,69.6,13,826.2,2142,84,9543,10.4,10.395,61,3.53,19/06/2010 13.55.50
Seno,557,556.97,34.2,8,824.8,2129,87,3935,10.4,10.407,61,3.59,19/06/2010 13.59.34
Seno,558,557.97,45.7,3,820.2,2108,77,4284,10.4,10.395,60,3.64,19/06/2010 14.52.20
Seno,559,558.96,26.1,5,831.9,2183,92,12445,10.4,10.393,60,3.68,19/06/2010 14.54.55
Seno,560,559.97,15.4,13,830.5,2180,86,10447,10.4,10.393,60,3.76,19/06/2010 14.59.41
Seno,561,560.97,24,16,829.2,2173,83,14097,10.4,10.393,60,3.81,19/06/2010 15.02.42
Seno,562,561.98,94.9,12,830.3,2184,93,8403,10.4,10.393,61,3.84,19/06/2010 15.04.27
Seno,563,562.96,60.8,11,828.3,2184,109,10413,10.4,10.392,61,3.87,19/06/2010 15.06.33
Seno,564,563.97,45.4,14,830.6,2046,81,14512,10.4,10.392,61,3.91,19/06/2010 15.08.51
Seno,565,564.97,43.5,16,830.9,2016,80,18119,10.4,10.392,61,3.94,19/06/2010 15.10.23
Seno,566,565.96,41.6,16,831.6,2021,86,17230,10.4,10.392,61,3.97,19/06/2010 15.12.04
Seno,567,566.99,56.9,13,829.7,2015,96,11406,10.4,10.392,61,3.99,19/06/2010 15.13.40
Seno,568,567.98,65.6,9,827.9,2006,119,8077,10.4,10.391,61,4.01,19/06/2010 15.14.44
Seno,569,568.98,79.3,9,830,2016,142,9282,10.4,10.392,61,4.03,19/06/2010 15.15.42
Seno,570,569.97,69.9,13,829.7,2015,124,12573,10.4,10.392,61,4.05,19/06/2010 15.17.02
Seno,571,570.97,29.2,17,832.3,2025,83,16274,10.4,10.393,61,4.09,19/06/2010 15.19.31
Seno,572,571.97,45.3,13,830.6,2019,97,11993,10.4,10.393,61,4.14,19/06/2010 15.22.19
Seno,573,572.97,27.4,16,831.4,2018,96,13576,10.4,10.393,61,4.19,19/06/2010 15.25.22
Seno,574,573.98,32.2,13,831.5,2016,97,11931,10.4,10.393,61,4.24,19/06/2010 15.28.24
Seno,575,574.97,48.9,13,830.7,2012,101,14045,10.4,10.393,61,4.26,19/06/2010 15.29.50
Seno,576,575.99,53.2,14,831.3,2015,99,12336,10.4,10.393,61,4.3,19/06/2010 15.32.13
Seno,577,576.98,57.9,9,829.2,2009,127,8626,10.4,10.394,61,4.32,19/06/2010 15.33.18
Seno,578,578,84.9,6,830.5,2018,139,3163,10.4,10.393,61,4.33,19/06/2010 15.34.08
Seno,579,578.98,98.9,9,826.9,2002,137,9006,10.4,10.394,61,4.35,19/06/2010 15.34.59
Seno,580,579.98,54.8,13,831.9,2019,106,12120,10.4,10.396,61,4.38,19/06/2010 15.36.36
Seno,581,580.98,55.4,14,832.5,2025,98,12581,10.4,10.391,61,4.41,19/06/2010 15.38.29
Seno,582,581.97,52.4,15,831.7,2020,100,14759,10.4,10.403,61,4.44,19/06/2010 15.40.31
Seno,583,582.97,53.4,10,832,2021,103,7298,10.4,10.391,61,4.47,19/06/2010 15.42.21
Seno,584,583.97,46.6,9,829.6,2009,130,7720,10.4,10.394,61,4.5,19/06/2010 15.43.50
Seno,585,584.97,42.4,10,830.5,2017,140,8360,10.4,10.393,61,4.53,19/06/2010 15.45.30
Seno,586,585.98,54.5,8,840.7,2013,135,5391,10.4,10.393,61,4.55,19/06/2010 16.01.32
Seno,587,586.96,51,1,815.8,1966,118,7236,10.4,10.394,60,4.58,19/06/2010 16.02.54
Seno,588,587.97,45.6,3,823,1999,113,11426,10.4,10.395,61,4.61,19/06/2010 16.05.16
Seno,589,588.97,47,4,825,2008,118,13257,10.4,10.395,61,4.64,19/06/2010 16.06.47
Seno,590,589.96,50.6,4,824.1,2006,102,12855,10.4,10.395,61,4.67,19/06/2010 16.08.44
Seno,591,590.96,29.6,3,823.1,2002,108,12006,10.4,10.396,61,4.71,19/06/2010 16.10.52
Seno,592,591.97,52,2,824.1,2013,97,10503,10.4,10.395,61,4.74,19/06/2010 16.12.34
Seno,593,592.98,35.1,2,824.8,2013,106,8661,10.4,10.395,61,4.78,19/06/2010 16.15.28
Seno,594,593.97,49.1,2,823.6,2008,124,9762,10.4,10.394,61,4.81,19/06/2010 16.17.01
Seno,595,594.96,48.1,3,824.1,2009,126,9643,10.4,10.394,61,4.85,19/06/2010 16.19.32
Seno,596,595.99,58.8,0,825.7,2014,129,3228,10.4,10.394,61,4.89,19/06/2010 16.21.35
Seno,597,596.99,93.7,0,825.4,2016,149,2689,10.4,10.395,61,4.9,19/06/2010 16.22.17
Seno,598,597.99,95.1,0,825.6,2017,148,5730,10.4,10.394,61,4.91,19/06/2010 16.23.00
Seno,599,598.99,100.3,0,822.7,2010,148,5848,10.4,10.394,61,4.92,19/06/2010 16.23.46
Seno,600,600.01,86.2,0,824.9,2020,148,7323,10.4,10.394,62,4.94,19/06/2010 16.24.35
Seno,601,601,99.6,0,823.8,2014,147,8599,10.4,10.393,61,4.95,19/06/2010 16.25.12
Seno,602,601.98,110.4,0,823.3,2017,148,8098,10.4,10.396,61,4.96,19/06/2010 16.25.47
Seno,603,602.99,98.3,3,825.6,2025,146,13898,10.4,10.395,61,4.97,19/06/2010 16.26.26
Seno,604,603.99,94.4,3,825.9,2026,147,13524,10.4,10.395,61,4.98,19/06/2010 16.27.06
Seno,605,604.97,103.2,3,822.6,2017,147,11701,10.4,10.395,61,5,19/06/2010 16.28.01
Seno,606,605.98,70,7,824.9,2026,147,13775,10.4,10.396,61,5.01,19/06/2010 16.29.02
Seno,607,606.97,92.3,7,824.1,2018,147,13770,10.4,10.394,61,5.03,19/06/2010 16.30.12
Seno,608,607.97,43.2,7,824.1,2013,146,14500,10.4,10.395,61,5.06,19/06/2010 16.31.51
Seno,609,608.96,31.7,7,824.7,2016,147,13833,10.4,10.395,61,5.1,19/06/2010 16.34.03
Seno,610,609.96,26.9,7,824.3,2016,144,13760,10.4,10.391,61,5.13,19/06/2010 16.36.21
Seno,611,610.97,51,6,824.6,2019,142,14751,10.4,10.392,61,5.16,19/06/2010 16.37.56
Seno,612,611.97,45.5,5,825.1,2021,130,12055,10.4,10.391,61,5.19,19/06/2010 16.39.41
Seno,613,612.98,68.2,2,825.5,2023,115,12313,10.4,10.397,61,5.21,19/06/2010 16.40.50
Seno,614,613.96,65.4,8,824.7,2019,128,11731,10.4,10.399,61,5.23,19/06/2010 16.42.21
Seno,615,614.97,54.1,11,825.5,2018,129,11312,10.4,10.392,61,5.27,19/06/2010 16.44.13
Seno,616,615.97,86.2,5,815.7,1971,125,6513,10.4,10.393,61,5.29,19/06/2010 17.01.09
Seno,617,616.97,69,7,827.2,2045,139,13197,10.4,10.393,61,5.31,19/06/2010 17.02.21
Seno,618,617.98,72,8,829.9,2061,146,13568,10.4,10.393,61,5.32,19/06/2010 17.03.20
Seno,619,618.97,82.8,9,829.8,2066,145,15967,10.4,10.393,61,5.34,19/06/2010 17.04.20
Seno,620,619.97,59.3,9,827.8,2058,144,15419,10.4,10.394,61,5.36,19/06/2010 17.05.23
Seno,621,620.96,57.2,9,827.7,2057,144,14579,10.4,10.395,61,5.38,19/06/2010 17.06.33
Seno,622,621.98,60.8,8,829.8,2070,144,13453,10.4,10.395,61,5.4,19/06/2010 17.07.34
Seno,623,622.99,64.7,9,831.3,2076,143,14595,10.4,10.394,61,5.41,19/06/2010 17.08.33
Seno,624,623.99,83.1,10,828.5,2066,150,17283,10.4,10.395,61,5.42,19/06/2010 17.09.18
Seno,625,624.98,83.6,10,828.7,2064,151,17404,10.4,10.394,61,5.44,19/06/2010 17.10.05
Seno,626,625.99,78.5,10,830.1,2073,150,17185,10.4,10.394,61,5.45,19/06/2010 17.10.52
Seno,627,626.95,85.7,10,832,2084,152,17448,10.4,10.395,61,5.46,19/06/2010 17.11.39
Seno,628,627.98,78.5,9,828.9,2072,151,16447,10.4,10.393,61,5.48,19/06/2010 17.12.32
Seno,629,628.97,73.2,10,829.1,2071,151,16974,10.4,10.395,62,5.49,19/06/2010 17.13.22
Seno,630,630,92.1,7,830.4,2079,150,11971,10.4,10.393,61,5.51,19/06/2010 17.14.29
Seno,631,630.98,77.7,7,828.9,2071,153,13064,10.4,10.394,61,5.53,19/06/2010 17.15.31
Seno,632,631.97,75.9,6,828.4,2071,154,10936,10.4,10.395,61,5.54,19/06/2010 17.16.28
Seno,633,632.98,77.3,8,828.9,2070,154,15456,10.4,10.393,61,5.56,19/06/2010 17.17.17
Seno,634,633.97,77.8,8,828.6,2069,154,14435,10.4,10.395,61,5.57,19/06/2010 17.18.05
Seno,635,634.97,69,7,828.6,2067,154,13855,10.4,10.393,61,5.58,19/06/2010 17.18.58
Seno,636,635.98,71.6,7,830.1,2077,153,13272,10.4,10.394,61,5.6,19/06/2010 17.19.50
Seno,637,636.98,72.2,8,828.8,2069,154,13903,10.4,10.391,61,5.61,19/06/2010 17.20.41
Seno,638,637.96,75.3,7,830.1,2074,154,12913,10.4,10.396,61,5.63,19/06/2010 17.21.32
Seno,639,638.97,69.5,8,830.9,2078,154,14624,10.4,10.396,61,5.64,19/06/2010 17.22.24
Seno,640,639.97,66.6,9,829,2067,154,16375,10.4,10.396,61,5.66,19/06/2010 17.23.18
Seno,641,640.97,63.4,9,830,2071,153,15119,10.4,10.396,61,5.67,19/06/2010 17.24.17
Seno,642,641.97,51.9,3,830.9,2076,156,4936,10.4,10.393,61,5.7,19/06/2010 17.25.57
Seno,643,642.96,42.3,4,831.5,2073,156,6355,10.4,10.399,61,5.76,19/06/2010 17.29.22
Seno,644,644,36.4,2,766,1805,122,4322,10.4,10.397,58,5.81,19/06/2010 18.10.30
Seno,645,644.97,105.8,4,825.3,2068,150,7915,10.4,10.401,60,5.82,19/06/2010 18.11.10
Seno,646,645.99,96,3,827.1,2075,153,3918,10.4,10.401,61,5.83,19/06/2010 18.11.52
Seno,647,647.01,124.1,2,830.5,2098,153,3386,10.4,10.403,61,5.84,19/06/2010 18.12.23
Seno,648,648.01,129.5,3,829.8,2097,153,4452,10.4,10.4,61,5.85,19/06/2010 18.12.52
Seno,649,648.98,100.7,7,831.7,2116,151,9976,10.4,10.403,61,5.86,19/06/2010 18.13.37
Seno,650,649.98,80.7,9,827.9,2088,150,13356,10.4,10.4,61,5.88,19/06/2010 18.14.26
Seno,651,650.98,83.1,10,827.5,2087,150,15201,10.4,10.4,61,5.89,19/06/2010 18.15.13
Seno,652,651.98,87.6,9,828.9,2096,151,13915,10.4,10.401,61,5.9,19/06/2010 18.15.56
Seno,653,652.95,82.9,10,828.3,2096,150,15675,10.4,10.402,61,5.91,19/06/2010 18.16.40
Seno,654,653.98,76.1,10,827.3,2092,150,14772,10.4,10.401,61,5.93,19/06/2010 18.17.29
Seno,655,654.98,77.3,10,829.9,2105,150,14976,10.4,10.4,61,5.94,19/06/2010 18.18.17
Seno,656,655.99,77.8,10,829.7,2105,151,14826,10.4,10.402,61,5.95,19/06/2010 18.19.04
Seno,657,656.98,81.7,14,829.3,2108,151,14625,10.4,10.401,61,5.97,19/06/2010 18.19.50
Seno,658,657.98,75.1,14,828.9,2105,150,15140,10.4,10.4,61,5.98,19/06/2010 18.20.43
Seno,659,658.98,64.9,12,827.8,2099,151,12055,10.4,10.401,61,6,19/06/2010 18.21.43
Seno,660,659.99,90.5,12,828.2,2109,151,10731,10.4,10.4,61,6.01,19/06/2010 18.22.31
Seno,661,660.98,90.5,11,828.4,2109,151,11801,10.4,10.399,61,6.02,19/06/2010 18.23.13
Seno,662,661.99,94.4,11,829.8,2111,151,13331,10.4,10.398,61,6.03,19/06/2010 18.23.53
Seno,663,662.98,114.8,11,828.7,2117,152,8833,10.4,10.4,61,6.04,19/06/2010 18.24.30
Seno,664,663.95,116.8,8,826.3,2110,153,5158,10.4,10.397,61,6.05,19/06/2010 18.25.04
Seno,665,664.98,75.3,14,828.6,2119,118,13983,10.4,10.396,61,6.07,19/06/2010 18.26.02
Seno,666,665.96,80.7,16,829.3,2121,132,16903,10.4,10.403,61,6.09,19/06/2010 18.26.55
Seno,667,666.96,54.4,15,828.3,2115,133,13739,10.4,10.4,61,6.1,19/06/2010 18.28.07
Seno,668,667.98,67.9,13,831,2125,132,10737,10.4,10.403,62,6.12,19/06/2010 18.29.06
Seno,669,668.98,82.7,12,828.2,2113,146,9521,10.4,10.401,61,6.14,19/06/2010 18.29.58
Seno,670,669.96,80.6,11,829.5,2119,147,8514,10.4,10.403,61,6.16,19/06/2010 18.31.05
Seno,671,670.96,44.8,14,830.2,2118,147,11228,10.4,10.403,61,6.18,19/06/2010 18.32.33
Seno,672,671.96,48.7,12,828.5,2111,147,9880,10.4,10.402,61,6.2,19/06/2010 18.34.02
Seno,673,672.97,69.9,5,825.5,2106,119,6603,10.4,10.405,61,6.23,19/06/2010 18.49.03
Seno,674,673.97,55.4,3,818.9,2082,146,11243,10.4,10.403,61,6.25,19/06/2010 18.50.19
Seno,675,674.97,59.2,4,819.4,2085,139,13697,10.4,10.404,61,6.26,19/06/2010 18.51.20
Seno,676,675.97,57.1,2,820.8,2093,142,10611,10.4,10.405,61,6.28,19/06/2010 18.52.31
Seno,677,676.96,55.1,3,820.9,2097,143,11080,10.4,10.403,61,6.3,19/06/2010 18.53.41
Seno,678,677.96,72.5,1,820.4,2094,142,8403,10.4,10.404,61,6.32,19/06/2010 18.54.52
Seno,679,678.95,83.7,1,820.9,2100,143,7800,10.4,10.404,61,6.34,19/06/2010 18.55.36
Seno,680,679.97,105.6,0,819.8,2099,142,8027,10.4,10.403,62,6.35,19/06/2010 18.56.13
Seno,681,680.97,61.9,3,822.9,2110,142,11759,10.4,10.405,61,6.37,19/06/2010 18.57.28
Seno,682,681.95,74.4,5,822,2111,141,13270,10.4,10.405,61,6.38,19/06/2010 18.58.23
